[autoresearch/mar9 ac6dfe2] exp53: per-row WD text=0.0 audio=3.0
 1 file changed, 1 insertion(+), 1 deletion(-)
Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.0, audio=3.0
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927631 | lrm: 1.00 | dt: 6620ms | tok/sec: 39,600 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.053249 | lrm: 1.00 | dt: 846ms | tok/sec: 309,911 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.834896 | lrm: 1.00 | dt: 846ms | tok/sec: 309,842 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.483627 | lrm: 1.00 | dt: 847ms | tok/sec: 309,630 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.186021 | lrm: 1.00 | dt: 847ms | tok/sec: 309,472 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.919161 | lrm: 1.00 | dt: 846ms | tok/sec: 309,812 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.687981 | lrm: 1.00 | dt: 847ms | tok/sec: 309,476 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.445808 | lrm: 1.00 | dt: 849ms | tok/sec: 308,887 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.224931 | lrm: 1.00 | dt: 847ms | tok/sec: 309,469 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.007673 | lrm: 1.00 | dt: 847ms | tok/sec: 309,338 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.846555 | lrm: 1.00 | dt: 849ms | tok/sec: 308,792 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.681166 | lrm: 1.00 | dt: 848ms | tok/sec: 309,157 | mfu: 8.6% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.539245 | lrm: 1.00 | dt: 847ms | tok/sec: 309,404 | mfu: 8.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.418631 | lrm: 1.00 | dt: 852ms | tok/sec: 307,777 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.318069 | lrm: 1.00 | dt: 850ms | tok/sec: 308,418 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 7.219067 | lrm: 1.00 | dt: 848ms | tok/sec: 309,067 | mfu: 8.6% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 7.129160 | lrm: 1.00 | dt: 850ms | tok/sec: 308,548 | mfu: 8.6% | epoch: 1 | remaining: 295s    
step 00038 (7.6%) | loss: 6.218443 | lrm: 1.00 | dt: 851ms | tok/sec: 307,915 | mfu: 8.6% | epoch: 1 | remaining: 276s    
step 00039 (7.9%) | loss: 6.200432 | lrm: 1.00 | dt: 850ms | tok/sec: 308,462 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00040 (8.2%) | loss: 6.174008 | lrm: 1.00 | dt: 850ms | tok/sec: 308,231 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00041 (8.5%) | loss: 6.156466 | lrm: 1.00 | dt: 854ms | tok/sec: 307,040 | mfu: 8.6% | epoch: 1 | remaining: 274s    
step 00042 (8.8%) | loss: 6.141131 | lrm: 1.00 | dt: 849ms | tok/sec: 308,781 | mfu: 8.6% | epoch: 1 | remaining: 273s    
step 00043 (9.1%) | loss: 6.113230 | lrm: 1.00 | dt: 849ms | tok/sec: 308,739 | mfu: 8.6% | epoch: 1 | remaining: 272s    
step 00044 (9.3%) | loss: 6.101062 | lrm: 1.00 | dt: 849ms | tok/sec: 308,748 | mfu: 8.6% | epoch: 1 | remaining: 271s    
step 00045 (9.6%) | loss: 6.089817 | lrm: 1.00 | dt: 850ms | tok/sec: 308,552 | mfu: 8.6% | epoch: 1 | remaining: 270s    
step 00046 (9.9%) | loss: 6.062532 | lrm: 1.00 | dt: 849ms | tok/sec: 308,664 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00047 (10.2%) | loss: 6.042859 | lrm: 1.00 | dt: 850ms | tok/sec: 308,510 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00048 (10.5%) | loss: 6.017892 | lrm: 1.00 | dt: 849ms | tok/sec: 308,688 | mfu: 8.6% | epoch: 1 | remaining: 268s    
step 00049 (10.8%) | loss: 5.995780 | lrm: 1.00 | dt: 850ms | tok/sec: 308,543 | mfu: 8.6% | epoch: 1 | remaining: 267s    
step 00050 (11.0%) | loss: 5.968309 | lrm: 1.00 | dt: 849ms | tok/sec: 308,600 | mfu: 8.6% | epoch: 1 | remaining: 266s    
step 00051 (11.3%) | loss: 5.948627 | lrm: 1.00 | dt: 849ms | tok/sec: 308,717 | mfu: 8.6% | epoch: 1 | remaining: 265s    
step 00052 (11.6%) | loss: 5.931938 | lrm: 1.00 | dt: 850ms | tok/sec: 308,584 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00053 (11.9%) | loss: 5.903145 | lrm: 1.00 | dt: 849ms | tok/sec: 308,687 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00054 (12.2%) | loss: 5.874151 | lrm: 1.00 | dt: 850ms | tok/sec: 308,452 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00055 (12.5%) | loss: 5.849436 | lrm: 1.00 | dt: 849ms | tok/sec: 308,666 | mfu: 8.6% | epoch: 1 | remaining: 262s    
step 00056 (12.7%) | loss: 5.837016 | lrm: 1.00 | dt: 850ms | tok/sec: 308,545 | mfu: 8.6% | epoch: 1 | remaining: 261s    
step 00057 (13.0%) | loss: 5.818365 | lrm: 1.00 | dt: 850ms | tok/sec: 308,512 | mfu: 8.6% | epoch: 1 | remaining: 260s    
step 00058 (13.3%) | loss: 5.805169 | lrm: 1.00 | dt: 849ms | tok/sec: 308,684 | mfu: 8.6% | epoch: 1 | remaining: 259s    
step 00059 (13.6%) | loss: 5.784235 | lrm: 1.00 | dt: 849ms | tok/sec: 308,597 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00060 (13.9%) | loss: 5.772566 | lrm: 1.00 | dt: 849ms | tok/sec: 308,607 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00061 (14.2%) | loss: 5.756176 | lrm: 1.00 | dt: 849ms | tok/sec: 308,616 | mfu: 8.6% | epoch: 1 | remaining: 257s    
step 00062 (14.4%) | loss: 5.740637 | lrm: 1.00 | dt: 850ms | tok/sec: 308,523 | mfu: 8.6% | epoch: 1 | remaining: 256s    
step 00063 (14.7%) | loss: 5.723892 | lrm: 1.00 | dt: 850ms | tok/sec: 308,531 | mfu: 8.6% | epoch: 1 | remaining: 255s    
step 00064 (15.0%) | loss: 5.705241 | lrm: 1.00 | dt: 850ms | tok/sec: 308,455 | mfu: 8.6% | epoch: 1 | remaining: 254s    
step 00065 (15.3%) | loss: 5.685905 | lrm: 1.00 | dt: 850ms | tok/sec: 308,449 | mfu: 8.6% | epoch: 1 | remaining: 253s    
step 00066 (15.6%) | loss: 5.673337 | lrm: 1.00 | dt: 850ms | tok/sec: 308,544 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00067 (15.9%) | loss: 5.666854 | lrm: 1.00 | dt: 850ms | tok/sec: 308,475 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00068 (16.1%) | loss: 5.649667 | lrm: 1.00 | dt: 850ms | tok/sec: 308,543 | mfu: 8.6% | epoch: 1 | remaining: 251s    
step 00069 (16.4%) | loss: 5.640604 | lrm: 1.00 | dt: 850ms | tok/sec: 308,353 | mfu: 8.6% | epoch: 1 | remaining: 250s    
step 00070 (16.7%) | loss: 5.630636 | lrm: 1.00 | dt: 849ms | tok/sec: 308,731 | mfu: 8.6% | epoch: 1 | remaining: 249s    
step 00071 (17.0%) | loss: 5.617380 | lrm: 1.00 | dt: 850ms | tok/sec: 308,447 | mfu: 8.6% | epoch: 1 | remaining: 248s    
step 00072 (17.3%) | loss: 5.598324 | lrm: 1.00 | dt: 850ms | tok/sec: 308,456 | mfu: 8.6% | epoch: 1 | remaining: 247s    
step 00073 (17.6%) | loss: 5.589734 | lrm: 1.00 | dt: 850ms | tok/sec: 308,407 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00074 (17.8%) | loss: 5.586859 | lrm: 1.00 | dt: 849ms | tok/sec: 308,600 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00075 (18.1%) | loss: 5.578136 | lrm: 1.00 | dt: 850ms | tok/sec: 308,500 | mfu: 8.6% | epoch: 1 | remaining: 245s    
step 00076 (18.4%) | loss: 5.570127 | lrm: 1.00 | dt: 850ms | tok/sec: 308,455 | mfu: 8.6% | epoch: 1 | remaining: 244s    
step 00077 (18.7%) | loss: 5.561082 | lrm: 1.00 | dt: 850ms | tok/sec: 308,496 | mfu: 8.6% | epoch: 1 | remaining: 243s    
step 00078 (19.0%) | loss: 5.553754 | lrm: 1.00 | dt: 850ms | tok/sec: 308,516 | mfu: 8.6% | epoch: 1 | remaining: 242s    
step 00079 (19.3%) | loss: 5.544319 | lrm: 1.00 | dt: 850ms | tok/sec: 308,487 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00080 (19.5%) | loss: 5.540364 | lrm: 1.00 | dt: 850ms | tok/sec: 308,362 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00081 (19.8%) | loss: 5.535829 | lrm: 1.00 | dt: 850ms | tok/sec: 308,296 | mfu: 8.6% | epoch: 1 | remaining: 240s    
step 00082 (20.1%) | loss: 5.521617 | lrm: 1.00 | dt: 850ms | tok/sec: 308,247 | mfu: 8.6% | epoch: 1 | remaining: 239s    
step 00083 (20.4%) | loss: 5.504734 | lrm: 1.00 | dt: 850ms | tok/sec: 308,394 | mfu: 8.6% | epoch: 1 | remaining: 238s    
step 00084 (20.7%) | loss: 5.499674 | lrm: 1.00 | dt: 850ms | tok/sec: 308,345 | mfu: 8.6% | epoch: 1 | remaining: 237s    
step 00085 (21.0%) | loss: 5.494789 | lrm: 1.00 | dt: 851ms | tok/sec: 307,938 | mfu: 8.6% | epoch: 1 | remaining: 236s    
step 00086 (21.2%) | loss: 5.501038 | lrm: 1.00 | dt: 850ms | tok/sec: 308,363 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00087 (21.5%) | loss: 5.485199 | lrm: 1.00 | dt: 850ms | tok/sec: 308,388 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00088 (21.8%) | loss: 5.472961 | lrm: 1.00 | dt: 850ms | tok/sec: 308,233 | mfu: 8.6% | epoch: 1 | remaining: 234s    
step 00089 (22.1%) | loss: 5.466213 | lrm: 1.00 | dt: 850ms | tok/sec: 308,433 | mfu: 8.6% | epoch: 1 | remaining: 233s    
step 00090 (22.4%) | loss: 5.463814 | lrm: 1.00 | dt: 850ms | tok/sec: 308,312 | mfu: 8.6% | epoch: 1 | remaining: 232s    
step 00091 (22.7%) | loss: 5.447712 | lrm: 1.00 | dt: 850ms | tok/sec: 308,451 | mfu: 8.6% | epoch: 1 | remaining: 231s    
step 00092 (22.9%) | loss: 5.438412 | lrm: 1.00 | dt: 851ms | tok/sec: 308,183 | mfu: 8.6% | epoch: 1 | remaining: 230s    
step 00093 (23.2%) | loss: 5.423688 | lrm: 1.00 | dt: 850ms | tok/sec: 308,379 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00094 (23.5%) | loss: 5.415878 | lrm: 1.00 | dt: 852ms | tok/sec: 307,754 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00095 (23.8%) | loss: 5.414356 | lrm: 1.00 | dt: 850ms | tok/sec: 308,294 | mfu: 8.6% | epoch: 1 | remaining: 228s    
step 00096 (24.1%) | loss: 5.397240 | lrm: 1.00 | dt: 850ms | tok/sec: 308,466 | mfu: 8.6% | epoch: 1 | remaining: 227s    
step 00097 (24.4%) | loss: 5.388339 | lrm: 1.00 | dt: 851ms | tok/sec: 308,140 | mfu: 8.6% | epoch: 1 | remaining: 226s    
step 00098 (24.6%) | loss: 5.387378 | lrm: 1.00 | dt: 850ms | tok/sec: 308,483 | mfu: 8.6% | epoch: 1 | remaining: 225s    
step 00099 (24.9%) | loss: 5.372530 | lrm: 1.00 | dt: 850ms | tok/sec: 308,478 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00100 (25.2%) | loss: 5.368393 | lrm: 1.00 | dt: 850ms | tok/sec: 308,234 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00101 (25.5%) | loss: 5.353894 | lrm: 1.00 | dt: 850ms | tok/sec: 308,498 | mfu: 8.6% | epoch: 1 | remaining: 223s    
step 00102 (25.8%) | loss: 5.344424 | lrm: 1.00 | dt: 850ms | tok/sec: 308,509 | mfu: 8.6% | epoch: 1 | remaining: 222s    
step 00103 (26.1%) | loss: 5.334418 | lrm: 1.00 | dt: 850ms | tok/sec: 308,571 | mfu: 8.6% | epoch: 1 | remaining: 221s    
step 00104 (26.3%) | loss: 5.320974 | lrm: 1.00 | dt: 850ms | tok/sec: 308,533 | mfu: 8.6% | epoch: 1 | remaining: 220s    
step 00105 (26.6%) | loss: 5.313500 | lrm: 1.00 | dt: 850ms | tok/sec: 308,479 | mfu: 8.6% | epoch: 1 | remaining: 219s    
step 00106 (26.9%) | loss: 5.303596 | lrm: 1.00 | dt: 850ms | tok/sec: 308,322 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00107 (27.2%) | loss: 5.291214 | lrm: 1.00 | dt: 850ms | tok/sec: 308,538 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00108 (27.5%) | loss: 5.283017 | lrm: 1.00 | dt: 850ms | tok/sec: 308,339 | mfu: 8.6% | epoch: 1 | remaining: 217s    
step 00109 (27.8%) | loss: 5.272585 | lrm: 1.00 | dt: 850ms | tok/sec: 308,545 | mfu: 8.6% | epoch: 1 | remaining: 216s    
step 00110 (28.0%) | loss: 5.262867 | lrm: 1.00 | dt: 850ms | tok/sec: 308,437 | mfu: 8.6% | epoch: 1 | remaining: 215s    
step 00111 (28.3%) | loss: 5.256127 | lrm: 1.00 | dt: 850ms | tok/sec: 308,288 | mfu: 8.6% | epoch: 1 | remaining: 214s    
step 00112 (28.6%) | loss: 5.244894 | lrm: 1.00 | dt: 850ms | tok/sec: 308,417 | mfu: 8.6% | epoch: 1 | remaining: 213s    
step 00113 (28.9%) | loss: 5.225186 | lrm: 1.00 | dt: 850ms | tok/sec: 308,496 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00114 (29.2%) | loss: 5.213924 | lrm: 1.00 | dt: 850ms | tok/sec: 308,388 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00115 (29.5%) | loss: 5.217006 | lrm: 1.00 | dt: 850ms | tok/sec: 308,579 | mfu: 8.6% | epoch: 1 | remaining: 211s    
step 00116 (29.7%) | loss: 5.209059 | lrm: 1.00 | dt: 852ms | tok/sec: 307,546 | mfu: 8.6% | epoch: 1 | remaining: 210s    
step 00117 (30.0%) | loss: 5.205132 | lrm: 1.00 | dt: 851ms | tok/sec: 308,032 | mfu: 8.6% | epoch: 1 | remaining: 209s    
step 00118 (30.3%) | loss: 5.190622 | lrm: 1.00 | dt: 850ms | tok/sec: 308,381 | mfu: 8.6% | epoch: 1 | remaining: 208s    
step 00119 (30.6%) | loss: 5.173179 | lrm: 0.99 | dt: 851ms | tok/sec: 308,193 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00120 (30.9%) | loss: 5.151295 | lrm: 0.99 | dt: 850ms | tok/sec: 308,547 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00121 (31.2%) | loss: 5.131159 | lrm: 0.98 | dt: 849ms | tok/sec: 308,608 | mfu: 8.6% | epoch: 1 | remaining: 206s    
step 00122 (31.4%) | loss: 5.123463 | lrm: 0.98 | dt: 850ms | tok/sec: 308,565 | mfu: 8.6% | epoch: 1 | remaining: 205s    
step 00123 (31.7%) | loss: 5.113669 | lrm: 0.98 | dt: 850ms | tok/sec: 308,451 | mfu: 8.6% | epoch: 1 | remaining: 204s    
step 00124 (32.0%) | loss: 5.108633 | lrm: 0.97 | dt: 850ms | tok/sec: 308,403 | mfu: 8.6% | epoch: 1 | remaining: 203s    
step 00125 (32.3%) | loss: 5.096763 | lrm: 0.97 | dt: 850ms | tok/sec: 308,335 | mfu: 8.6% | epoch: 1 | remaining: 202s    
step 00126 (32.6%) | loss: 5.087550 | lrm: 0.96 | dt: 851ms | tok/sec: 308,155 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00127 (32.9%) | loss: 5.073522 | lrm: 0.96 | dt: 850ms | tok/sec: 308,433 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00128 (33.1%) | loss: 5.059664 | lrm: 0.96 | dt: 850ms | tok/sec: 308,445 | mfu: 8.6% | epoch: 1 | remaining: 200s    
step 00129 (33.4%) | loss: 5.052790 | lrm: 0.95 | dt: 850ms | tok/sec: 308,412 | mfu: 8.6% | epoch: 1 | remaining: 199s    
step 00130 (33.7%) | loss: 5.041642 | lrm: 0.95 | dt: 850ms | tok/sec: 308,496 | mfu: 8.6% | epoch: 1 | remaining: 198s    
step 00131 (34.0%) | loss: 5.029749 | lrm: 0.94 | dt: 850ms | tok/sec: 308,384 | mfu: 8.6% | epoch: 1 | remaining: 197s    
step 00132 (34.3%) | loss: 5.015551 | lrm: 0.94 | dt: 850ms | tok/sec: 308,335 | mfu: 8.6% | epoch: 1 | remaining: 196s    
step 00133 (34.6%) | loss: 5.001664 | lrm: 0.93 | dt: 850ms | tok/sec: 308,395 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00134 (34.8%) | loss: 4.987266 | lrm: 0.93 | dt: 850ms | tok/sec: 308,245 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00135 (35.1%) | loss: 4.986668 | lrm: 0.93 | dt: 850ms | tok/sec: 308,381 | mfu: 8.6% | epoch: 1 | remaining: 194s    
step 00136 (35.4%) | loss: 4.979834 | lrm: 0.92 | dt: 850ms | tok/sec: 308,302 | mfu: 8.6% | epoch: 1 | remaining: 193s    
step 00137 (35.7%) | loss: 4.970164 | lrm: 0.92 | dt: 850ms | tok/sec: 308,317 | mfu: 8.6% | epoch: 1 | remaining: 192s    
step 00138 (36.0%) | loss: 4.952865 | lrm: 0.91 | dt: 852ms | tok/sec: 307,748 | mfu: 8.6% | epoch: 1 | remaining: 191s    
step 00139 (36.3%) | loss: 4.946760 | lrm: 0.91 | dt: 850ms | tok/sec: 308,445 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00140 (36.5%) | loss: 4.938875 | lrm: 0.91 | dt: 850ms | tok/sec: 308,287 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00141 (36.8%) | loss: 4.932179 | lrm: 0.90 | dt: 851ms | tok/sec: 307,862 | mfu: 8.6% | epoch: 1 | remaining: 189s    
step 00142 (37.1%) | loss: 4.913894 | lrm: 0.90 | dt: 850ms | tok/sec: 308,292 | mfu: 8.6% | epoch: 1 | remaining: 188s    
step 00143 (37.4%) | loss: 4.911954 | lrm: 0.89 | dt: 850ms | tok/sec: 308,387 | mfu: 8.6% | epoch: 1 | remaining: 187s    
step 00144 (37.7%) | loss: 4.904504 | lrm: 0.89 | dt: 850ms | tok/sec: 308,429 | mfu: 8.6% | epoch: 1 | remaining: 186s    
step 00145 (38.0%) | loss: 4.888372 | lrm: 0.89 | dt: 850ms | tok/sec: 308,355 | mfu: 8.6% | epoch: 1 | remaining: 185s    
step 00146 (38.2%) | loss: 4.878470 | lrm: 0.88 | dt: 850ms | tok/sec: 308,506 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00147 (38.5%) | loss: 4.873615 | lrm: 0.88 | dt: 850ms | tok/sec: 308,273 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00148 (38.8%) | loss: 4.875081 | lrm: 0.87 | dt: 850ms | tok/sec: 308,416 | mfu: 8.6% | epoch: 1 | remaining: 183s    
step 00149 (39.1%) | loss: 4.861036 | lrm: 0.87 | dt: 850ms | tok/sec: 308,485 | mfu: 8.6% | epoch: 1 | remaining: 182s    
step 00150 (39.4%) | loss: 4.846202 | lrm: 0.87 | dt: 850ms | tok/sec: 308,289 | mfu: 8.6% | epoch: 1 | remaining: 181s    
