[autoresearch/mar9 fbc686a] exp55: per-row WD text=0.0 audio=3.5
 1 file changed, 1 insertion(+), 1 deletion(-)
Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.0, audio=3.5
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927800 | lrm: 1.00 | dt: 6178ms | tok/sec: 42,430 | mfu: 1.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.053505 | lrm: 1.00 | dt: 846ms | tok/sec: 309,803 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.831732 | lrm: 1.00 | dt: 847ms | tok/sec: 309,522 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.489909 | lrm: 1.00 | dt: 847ms | tok/sec: 309,653 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.190486 | lrm: 1.00 | dt: 848ms | tok/sec: 309,094 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.922647 | lrm: 1.00 | dt: 847ms | tok/sec: 309,628 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.687117 | lrm: 1.00 | dt: 847ms | tok/sec: 309,583 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.438098 | lrm: 1.00 | dt: 848ms | tok/sec: 309,065 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.214155 | lrm: 1.00 | dt: 848ms | tok/sec: 309,298 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.997051 | lrm: 1.00 | dt: 847ms | tok/sec: 309,476 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.835613 | lrm: 1.00 | dt: 849ms | tok/sec: 308,803 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.666475 | lrm: 1.00 | dt: 848ms | tok/sec: 309,165 | mfu: 8.6% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.527849 | lrm: 1.00 | dt: 848ms | tok/sec: 309,163 | mfu: 8.6% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.403977 | lrm: 1.00 | dt: 849ms | tok/sec: 308,635 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.306730 | lrm: 1.00 | dt: 849ms | tok/sec: 308,705 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 7.210996 | lrm: 1.00 | dt: 850ms | tok/sec: 308,562 | mfu: 8.6% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 7.123243 | lrm: 1.00 | dt: 848ms | tok/sec: 309,064 | mfu: 8.6% | epoch: 1 | remaining: 295s    
step 00038 (7.6%) | loss: 6.238156 | lrm: 1.00 | dt: 851ms | tok/sec: 308,171 | mfu: 8.6% | epoch: 1 | remaining: 276s    
step 00039 (7.9%) | loss: 6.219722 | lrm: 1.00 | dt: 851ms | tok/sec: 308,171 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00040 (8.2%) | loss: 6.199867 | lrm: 1.00 | dt: 851ms | tok/sec: 308,186 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00041 (8.5%) | loss: 6.181058 | lrm: 1.00 | dt: 849ms | tok/sec: 308,684 | mfu: 8.6% | epoch: 1 | remaining: 274s    
step 00042 (8.8%) | loss: 6.172224 | lrm: 1.00 | dt: 850ms | tok/sec: 308,487 | mfu: 8.6% | epoch: 1 | remaining: 273s    
step 00043 (9.1%) | loss: 6.135502 | lrm: 1.00 | dt: 850ms | tok/sec: 308,474 | mfu: 8.6% | epoch: 1 | remaining: 272s    
step 00044 (9.3%) | loss: 6.121603 | lrm: 1.00 | dt: 850ms | tok/sec: 308,494 | mfu: 8.6% | epoch: 1 | remaining: 271s    
step 00045 (9.6%) | loss: 6.111665 | lrm: 1.00 | dt: 850ms | tok/sec: 308,533 | mfu: 8.6% | epoch: 1 | remaining: 270s    
step 00046 (9.9%) | loss: 6.084448 | lrm: 1.00 | dt: 850ms | tok/sec: 308,264 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00047 (10.2%) | loss: 6.062740 | lrm: 1.00 | dt: 851ms | tok/sec: 308,192 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00048 (10.5%) | loss: 6.045542 | lrm: 1.00 | dt: 850ms | tok/sec: 308,431 | mfu: 8.6% | epoch: 1 | remaining: 268s    
step 00049 (10.8%) | loss: 6.031404 | lrm: 1.00 | dt: 850ms | tok/sec: 308,465 | mfu: 8.6% | epoch: 1 | remaining: 267s    
step 00050 (11.0%) | loss: 6.011088 | lrm: 1.00 | dt: 850ms | tok/sec: 308,461 | mfu: 8.6% | epoch: 1 | remaining: 266s    
step 00051 (11.3%) | loss: 5.996082 | lrm: 1.00 | dt: 850ms | tok/sec: 308,571 | mfu: 8.6% | epoch: 1 | remaining: 265s    
step 00052 (11.6%) | loss: 5.982449 | lrm: 1.00 | dt: 849ms | tok/sec: 308,632 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00053 (11.9%) | loss: 5.961406 | lrm: 1.00 | dt: 850ms | tok/sec: 308,464 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00054 (12.2%) | loss: 5.940090 | lrm: 1.00 | dt: 850ms | tok/sec: 308,522 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00055 (12.5%) | loss: 5.920220 | lrm: 1.00 | dt: 849ms | tok/sec: 308,613 | mfu: 8.6% | epoch: 1 | remaining: 262s    
step 00056 (12.7%) | loss: 5.909024 | lrm: 1.00 | dt: 850ms | tok/sec: 308,529 | mfu: 8.6% | epoch: 1 | remaining: 261s    
step 00057 (13.0%) | loss: 5.891617 | lrm: 1.00 | dt: 850ms | tok/sec: 308,454 | mfu: 8.6% | epoch: 1 | remaining: 260s    
step 00058 (13.3%) | loss: 5.877935 | lrm: 1.00 | dt: 850ms | tok/sec: 308,488 | mfu: 8.6% | epoch: 1 | remaining: 259s    
step 00059 (13.6%) | loss: 5.848962 | lrm: 1.00 | dt: 850ms | tok/sec: 308,423 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00060 (13.9%) | loss: 5.831401 | lrm: 1.00 | dt: 850ms | tok/sec: 308,463 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00061 (14.2%) | loss: 5.808216 | lrm: 1.00 | dt: 851ms | tok/sec: 308,022 | mfu: 8.6% | epoch: 1 | remaining: 257s    
step 00062 (14.4%) | loss: 5.789456 | lrm: 1.00 | dt: 851ms | tok/sec: 307,946 | mfu: 8.6% | epoch: 1 | remaining: 256s    
step 00063 (14.7%) | loss: 5.777070 | lrm: 1.00 | dt: 850ms | tok/sec: 308,503 | mfu: 8.6% | epoch: 1 | remaining: 255s    
step 00064 (15.0%) | loss: 5.755467 | lrm: 1.00 | dt: 850ms | tok/sec: 308,562 | mfu: 8.6% | epoch: 1 | remaining: 254s    
step 00065 (15.3%) | loss: 5.736286 | lrm: 1.00 | dt: 850ms | tok/sec: 308,398 | mfu: 8.6% | epoch: 1 | remaining: 253s    
step 00066 (15.6%) | loss: 5.719283 | lrm: 1.00 | dt: 850ms | tok/sec: 308,353 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00067 (15.9%) | loss: 5.709275 | lrm: 1.00 | dt: 850ms | tok/sec: 308,447 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00068 (16.1%) | loss: 5.692580 | lrm: 1.00 | dt: 850ms | tok/sec: 308,447 | mfu: 8.6% | epoch: 1 | remaining: 251s    
step 00069 (16.4%) | loss: 5.680630 | lrm: 1.00 | dt: 850ms | tok/sec: 308,414 | mfu: 8.6% | epoch: 1 | remaining: 250s    
step 00070 (16.7%) | loss: 5.669251 | lrm: 1.00 | dt: 850ms | tok/sec: 308,558 | mfu: 8.6% | epoch: 1 | remaining: 249s    
step 00071 (17.0%) | loss: 5.644168 | lrm: 1.00 | dt: 850ms | tok/sec: 308,426 | mfu: 8.6% | epoch: 1 | remaining: 248s    
step 00072 (17.3%) | loss: 5.624582 | lrm: 1.00 | dt: 850ms | tok/sec: 308,490 | mfu: 8.6% | epoch: 1 | remaining: 247s    
step 00073 (17.6%) | loss: 5.617375 | lrm: 1.00 | dt: 852ms | tok/sec: 307,713 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00074 (17.8%) | loss: 5.611571 | lrm: 1.00 | dt: 850ms | tok/sec: 308,479 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00075 (18.1%) | loss: 5.598012 | lrm: 1.00 | dt: 851ms | tok/sec: 308,207 | mfu: 8.6% | epoch: 1 | remaining: 245s    
step 00076 (18.4%) | loss: 5.583901 | lrm: 1.00 | dt: 850ms | tok/sec: 308,475 | mfu: 8.6% | epoch: 1 | remaining: 244s    
step 00077 (18.7%) | loss: 5.578434 | lrm: 1.00 | dt: 850ms | tok/sec: 308,240 | mfu: 8.6% | epoch: 1 | remaining: 243s    
step 00078 (19.0%) | loss: 5.566632 | lrm: 1.00 | dt: 850ms | tok/sec: 308,395 | mfu: 8.6% | epoch: 1 | remaining: 242s    
step 00079 (19.3%) | loss: 5.554698 | lrm: 1.00 | dt: 850ms | tok/sec: 308,565 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00080 (19.5%) | loss: 5.548009 | lrm: 1.00 | dt: 851ms | tok/sec: 308,127 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00081 (19.8%) | loss: 5.542453 | lrm: 1.00 | dt: 851ms | tok/sec: 308,216 | mfu: 8.6% | epoch: 1 | remaining: 240s    
step 00082 (20.1%) | loss: 5.526837 | lrm: 1.00 | dt: 849ms | tok/sec: 308,651 | mfu: 8.6% | epoch: 1 | remaining: 239s    
step 00083 (20.4%) | loss: 5.513652 | lrm: 1.00 | dt: 850ms | tok/sec: 308,395 | mfu: 8.6% | epoch: 1 | remaining: 238s    
step 00084 (20.7%) | loss: 5.506202 | lrm: 1.00 | dt: 850ms | tok/sec: 308,433 | mfu: 8.6% | epoch: 1 | remaining: 237s    
step 00085 (21.0%) | loss: 5.497799 | lrm: 1.00 | dt: 851ms | tok/sec: 307,917 | mfu: 8.6% | epoch: 1 | remaining: 236s    
step 00086 (21.2%) | loss: 5.498967 | lrm: 1.00 | dt: 850ms | tok/sec: 308,438 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00087 (21.5%) | loss: 5.488165 | lrm: 1.00 | dt: 850ms | tok/sec: 308,492 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00088 (21.8%) | loss: 5.478830 | lrm: 1.00 | dt: 850ms | tok/sec: 308,274 | mfu: 8.6% | epoch: 1 | remaining: 234s    
step 00089 (22.1%) | loss: 5.471591 | lrm: 1.00 | dt: 850ms | tok/sec: 308,424 | mfu: 8.6% | epoch: 1 | remaining: 233s    
step 00090 (22.4%) | loss: 5.468473 | lrm: 1.00 | dt: 850ms | tok/sec: 308,399 | mfu: 8.6% | epoch: 1 | remaining: 232s    
step 00091 (22.7%) | loss: 5.498605 | lrm: 1.00 | dt: 850ms | tok/sec: 308,508 | mfu: 8.6% | epoch: 1 | remaining: 231s    
step 00092 (22.9%) | loss: 5.536400 | lrm: 1.00 | dt: 850ms | tok/sec: 308,567 | mfu: 8.6% | epoch: 1 | remaining: 230s    
step 00093 (23.2%) | loss: 5.548188 | lrm: 1.00 | dt: 850ms | tok/sec: 308,334 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00094 (23.5%) | loss: 5.598279 | lrm: 1.00 | dt: 850ms | tok/sec: 308,469 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00095 (23.8%) | loss: 5.624951 | lrm: 1.00 | dt: 849ms | tok/sec: 308,642 | mfu: 8.6% | epoch: 1 | remaining: 228s    
step 00096 (24.1%) | loss: 5.631852 | lrm: 1.00 | dt: 849ms | tok/sec: 308,677 | mfu: 8.6% | epoch: 1 | remaining: 227s    
step 00097 (24.4%) | loss: 5.640045 | lrm: 1.00 | dt: 851ms | tok/sec: 308,071 | mfu: 8.6% | epoch: 1 | remaining: 226s    
step 00098 (24.6%) | loss: 5.655091 | lrm: 1.00 | dt: 850ms | tok/sec: 308,507 | mfu: 8.6% | epoch: 1 | remaining: 225s    
step 00099 (24.9%) | loss: 5.654026 | lrm: 1.00 | dt: 849ms | tok/sec: 308,674 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00100 (25.2%) | loss: 5.658841 | lrm: 1.00 | dt: 850ms | tok/sec: 308,365 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00101 (25.5%) | loss: 5.654043 | lrm: 1.00 | dt: 849ms | tok/sec: 308,752 | mfu: 8.6% | epoch: 1 | remaining: 223s    
step 00102 (25.8%) | loss: 5.648040 | lrm: 1.00 | dt: 850ms | tok/sec: 308,452 | mfu: 8.6% | epoch: 1 | remaining: 222s    
step 00103 (26.1%) | loss: 5.650702 | lrm: 1.00 | dt: 849ms | tok/sec: 308,762 | mfu: 8.6% | epoch: 1 | remaining: 221s    
step 00104 (26.3%) | loss: 5.637505 | lrm: 1.00 | dt: 849ms | tok/sec: 308,607 | mfu: 8.6% | epoch: 1 | remaining: 220s    
step 00105 (26.6%) | loss: 5.637309 | lrm: 1.00 | dt: 849ms | tok/sec: 308,745 | mfu: 8.6% | epoch: 1 | remaining: 219s    
step 00106 (26.9%) | loss: 5.625609 | lrm: 1.00 | dt: 851ms | tok/sec: 308,205 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00107 (27.2%) | loss: 5.615805 | lrm: 1.00 | dt: 851ms | tok/sec: 308,146 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00108 (27.5%) | loss: 5.604246 | lrm: 1.00 | dt: 849ms | tok/sec: 308,701 | mfu: 8.6% | epoch: 1 | remaining: 217s    
step 00109 (27.8%) | loss: 5.594691 | lrm: 1.00 | dt: 850ms | tok/sec: 308,543 | mfu: 8.6% | epoch: 1 | remaining: 216s    
step 00110 (28.0%) | loss: 5.580703 | lrm: 1.00 | dt: 850ms | tok/sec: 308,565 | mfu: 8.6% | epoch: 1 | remaining: 215s    
step 00111 (28.3%) | loss: 5.568478 | lrm: 1.00 | dt: 850ms | tok/sec: 308,434 | mfu: 8.6% | epoch: 1 | remaining: 214s    
step 00112 (28.6%) | loss: 5.564137 | lrm: 1.00 | dt: 849ms | tok/sec: 308,735 | mfu: 8.6% | epoch: 1 | remaining: 213s    
step 00113 (28.9%) | loss: 5.538389 | lrm: 1.00 | dt: 849ms | tok/sec: 308,605 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00114 (29.2%) | loss: 5.515812 | lrm: 1.00 | dt: 849ms | tok/sec: 308,625 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00115 (29.5%) | loss: 5.520446 | lrm: 1.00 | dt: 849ms | tok/sec: 308,632 | mfu: 8.6% | epoch: 1 | remaining: 211s    
step 00116 (29.7%) | loss: 5.522845 | lrm: 1.00 | dt: 851ms | tok/sec: 308,138 | mfu: 8.6% | epoch: 1 | remaining: 210s    
step 00117 (30.0%) | loss: 5.520414 | lrm: 1.00 | dt: 851ms | tok/sec: 307,993 | mfu: 8.6% | epoch: 1 | remaining: 209s    
step 00118 (30.3%) | loss: 5.505581 | lrm: 1.00 | dt: 850ms | tok/sec: 308,235 | mfu: 8.6% | epoch: 1 | remaining: 208s    
step 00119 (30.6%) | loss: 5.485421 | lrm: 0.99 | dt: 850ms | tok/sec: 308,315 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00120 (30.9%) | loss: 5.454425 | lrm: 0.99 | dt: 849ms | tok/sec: 308,719 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00121 (31.2%) | loss: 5.448903 | lrm: 0.98 | dt: 849ms | tok/sec: 308,762 | mfu: 8.6% | epoch: 1 | remaining: 206s    
step 00122 (31.4%) | loss: 5.440433 | lrm: 0.98 | dt: 850ms | tok/sec: 308,499 | mfu: 8.6% | epoch: 1 | remaining: 205s    
step 00123 (31.7%) | loss: 5.433563 | lrm: 0.98 | dt: 850ms | tok/sec: 308,501 | mfu: 8.6% | epoch: 1 | remaining: 204s    
step 00124 (32.0%) | loss: 5.423572 | lrm: 0.97 | dt: 850ms | tok/sec: 308,536 | mfu: 8.6% | epoch: 1 | remaining: 203s    
step 00125 (32.3%) | loss: 5.400826 | lrm: 0.97 | dt: 849ms | tok/sec: 308,664 | mfu: 8.6% | epoch: 1 | remaining: 202s    
step 00126 (32.6%) | loss: 5.376043 | lrm: 0.96 | dt: 851ms | tok/sec: 308,074 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00127 (32.9%) | loss: 5.361412 | lrm: 0.96 | dt: 850ms | tok/sec: 308,518 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00128 (33.1%) | loss: 5.345060 | lrm: 0.96 | dt: 850ms | tok/sec: 308,385 | mfu: 8.6% | epoch: 1 | remaining: 200s    
step 00129 (33.4%) | loss: 5.351522 | lrm: 0.95 | dt: 850ms | tok/sec: 308,426 | mfu: 8.6% | epoch: 1 | remaining: 199s    
step 00130 (33.7%) | loss: 5.336095 | lrm: 0.95 | dt: 850ms | tok/sec: 308,518 | mfu: 8.6% | epoch: 1 | remaining: 198s    
step 00131 (34.0%) | loss: 5.322369 | lrm: 0.94 | dt: 849ms | tok/sec: 308,606 | mfu: 8.6% | epoch: 1 | remaining: 197s    
step 00132 (34.3%) | loss: 5.301480 | lrm: 0.94 | dt: 849ms | tok/sec: 308,601 | mfu: 8.6% | epoch: 1 | remaining: 196s    
step 00133 (34.6%) | loss: 5.276487 | lrm: 0.93 | dt: 850ms | tok/sec: 308,298 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00134 (34.8%) | loss: 5.256741 | lrm: 0.93 | dt: 850ms | tok/sec: 308,450 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00135 (35.1%) | loss: 5.243273 | lrm: 0.93 | dt: 850ms | tok/sec: 308,242 | mfu: 8.6% | epoch: 1 | remaining: 194s    
step 00136 (35.4%) | loss: 5.235385 | lrm: 0.92 | dt: 850ms | tok/sec: 308,350 | mfu: 8.6% | epoch: 1 | remaining: 193s    
step 00137 (35.7%) | loss: 5.221686 | lrm: 0.92 | dt: 849ms | tok/sec: 308,654 | mfu: 8.6% | epoch: 1 | remaining: 192s    
step 00138 (36.0%) | loss: 5.208253 | lrm: 0.91 | dt: 850ms | tok/sec: 308,558 | mfu: 8.6% | epoch: 1 | remaining: 191s    
step 00139 (36.3%) | loss: 5.197405 | lrm: 0.91 | dt: 850ms | tok/sec: 308,262 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00140 (36.5%) | loss: 5.180166 | lrm: 0.91 | dt: 849ms | tok/sec: 308,751 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00141 (36.8%) | loss: 5.162879 | lrm: 0.90 | dt: 849ms | tok/sec: 308,594 | mfu: 8.6% | epoch: 1 | remaining: 189s    
step 00142 (37.1%) | loss: 5.144026 | lrm: 0.90 | dt: 849ms | tok/sec: 308,715 | mfu: 8.6% | epoch: 1 | remaining: 188s    
step 00143 (37.4%) | loss: 5.141602 | lrm: 0.89 | dt: 849ms | tok/sec: 308,600 | mfu: 8.6% | epoch: 1 | remaining: 187s    
step 00144 (37.7%) | loss: 5.132424 | lrm: 0.89 | dt: 850ms | tok/sec: 308,579 | mfu: 8.6% | epoch: 1 | remaining: 186s    
step 00145 (38.0%) | loss: 5.116128 | lrm: 0.89 | dt: 850ms | tok/sec: 308,551 | mfu: 8.6% | epoch: 1 | remaining: 185s    
step 00146 (38.2%) | loss: 5.098584 | lrm: 0.88 | dt: 849ms | tok/sec: 308,609 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00147 (38.5%) | loss: 5.097289 | lrm: 0.88 | dt: 850ms | tok/sec: 308,542 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00148 (38.8%) | loss: 5.120433 | lrm: 0.87 | dt: 850ms | tok/sec: 308,450 | mfu: 8.6% | epoch: 1 | remaining: 183s    
step 00149 (39.1%) | loss: 5.109838 | lrm: 0.87 | dt: 850ms | tok/sec: 308,506 | mfu: 8.6% | epoch: 1 | remaining: 182s    
step 00150 (39.4%) | loss: 5.099737 | lrm: 0.87 | dt: 850ms | tok/sec: 308,548 | mfu: 8.6% | epoch: 1 | remaining: 181s    
