[autoresearch/mar9 c2a5fd6] exp50: per-row WD text=0.5 audio=3.0
 1 file changed, 1 insertion(+), 1 deletion(-)
Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.5, audio=3.0
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927699 | lrm: 1.00 | dt: 6496ms | tok/sec: 40,353 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.038246 | lrm: 1.00 | dt: 845ms | tok/sec: 310,132 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.907084 | lrm: 1.00 | dt: 846ms | tok/sec: 309,721 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.556486 | lrm: 1.00 | dt: 850ms | tok/sec: 308,525 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.228317 | lrm: 1.00 | dt: 848ms | tok/sec: 309,048 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.912773 | lrm: 1.00 | dt: 846ms | tok/sec: 309,715 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.640766 | lrm: 1.00 | dt: 847ms | tok/sec: 309,366 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.395439 | lrm: 1.00 | dt: 849ms | tok/sec: 308,673 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.171119 | lrm: 1.00 | dt: 849ms | tok/sec: 308,939 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.947994 | lrm: 1.00 | dt: 847ms | tok/sec: 309,447 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.788825 | lrm: 1.00 | dt: 849ms | tok/sec: 308,732 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.622396 | lrm: 1.00 | dt: 847ms | tok/sec: 309,350 | mfu: 8.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.492868 | lrm: 1.00 | dt: 847ms | tok/sec: 309,349 | mfu: 8.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.378397 | lrm: 1.00 | dt: 850ms | tok/sec: 308,568 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.286046 | lrm: 1.00 | dt: 847ms | tok/sec: 309,380 | mfu: 8.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 7.198604 | lrm: 1.00 | dt: 848ms | tok/sec: 309,260 | mfu: 8.7% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 7.112790 | lrm: 1.00 | dt: 848ms | tok/sec: 309,215 | mfu: 8.7% | epoch: 1 | remaining: 295s    
step 00038 (7.6%) | loss: 6.350953 | lrm: 1.00 | dt: 851ms | tok/sec: 308,176 | mfu: 8.6% | epoch: 1 | remaining: 276s    
step 00039 (7.9%) | loss: 6.336113 | lrm: 1.00 | dt: 850ms | tok/sec: 308,537 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00040 (8.2%) | loss: 6.320436 | lrm: 1.00 | dt: 850ms | tok/sec: 308,498 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00041 (8.5%) | loss: 6.310886 | lrm: 1.00 | dt: 851ms | tok/sec: 308,210 | mfu: 8.6% | epoch: 1 | remaining: 274s    
step 00042 (8.8%) | loss: 6.304327 | lrm: 1.00 | dt: 849ms | tok/sec: 308,639 | mfu: 8.6% | epoch: 1 | remaining: 273s    
step 00043 (9.1%) | loss: 6.294219 | lrm: 1.00 | dt: 850ms | tok/sec: 308,403 | mfu: 8.6% | epoch: 1 | remaining: 272s    
step 00044 (9.3%) | loss: 6.286675 | lrm: 1.00 | dt: 850ms | tok/sec: 308,359 | mfu: 8.6% | epoch: 1 | remaining: 271s    
step 00045 (9.6%) | loss: 6.273430 | lrm: 1.00 | dt: 850ms | tok/sec: 308,388 | mfu: 8.6% | epoch: 1 | remaining: 270s    
step 00046 (9.9%) | loss: 6.253724 | lrm: 1.00 | dt: 850ms | tok/sec: 308,416 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00047 (10.2%) | loss: 6.238687 | lrm: 1.00 | dt: 849ms | tok/sec: 308,595 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00048 (10.5%) | loss: 6.220030 | lrm: 1.00 | dt: 850ms | tok/sec: 308,280 | mfu: 8.6% | epoch: 1 | remaining: 268s    
step 00049 (10.8%) | loss: 6.205826 | lrm: 1.00 | dt: 850ms | tok/sec: 308,508 | mfu: 8.6% | epoch: 1 | remaining: 267s    
step 00050 (11.0%) | loss: 6.192408 | lrm: 1.00 | dt: 850ms | tok/sec: 308,473 | mfu: 8.6% | epoch: 1 | remaining: 266s    
step 00051 (11.3%) | loss: 6.177544 | lrm: 1.00 | dt: 849ms | tok/sec: 308,614 | mfu: 8.6% | epoch: 1 | remaining: 265s    
step 00052 (11.6%) | loss: 6.160844 | lrm: 1.00 | dt: 850ms | tok/sec: 308,261 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00053 (11.9%) | loss: 6.146698 | lrm: 1.00 | dt: 850ms | tok/sec: 308,483 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00054 (12.2%) | loss: 6.130761 | lrm: 1.00 | dt: 850ms | tok/sec: 308,463 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00055 (12.5%) | loss: 6.115699 | lrm: 1.00 | dt: 850ms | tok/sec: 308,575 | mfu: 8.6% | epoch: 1 | remaining: 262s    
step 00056 (12.7%) | loss: 6.101303 | lrm: 1.00 | dt: 850ms | tok/sec: 308,515 | mfu: 8.6% | epoch: 1 | remaining: 261s    
step 00057 (13.0%) | loss: 6.086933 | lrm: 1.00 | dt: 850ms | tok/sec: 308,347 | mfu: 8.6% | epoch: 1 | remaining: 260s    
step 00058 (13.3%) | loss: 6.070241 | lrm: 1.00 | dt: 850ms | tok/sec: 308,425 | mfu: 8.6% | epoch: 1 | remaining: 259s    
step 00059 (13.6%) | loss: 6.045000 | lrm: 1.00 | dt: 850ms | tok/sec: 308,431 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00060 (13.9%) | loss: 6.035073 | lrm: 1.00 | dt: 851ms | tok/sec: 308,196 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00061 (14.2%) | loss: 6.024568 | lrm: 1.00 | dt: 850ms | tok/sec: 308,405 | mfu: 8.6% | epoch: 1 | remaining: 257s    
step 00062 (14.4%) | loss: 6.012907 | lrm: 1.00 | dt: 850ms | tok/sec: 308,376 | mfu: 8.6% | epoch: 1 | remaining: 256s    
step 00063 (14.7%) | loss: 6.003035 | lrm: 1.00 | dt: 850ms | tok/sec: 308,450 | mfu: 8.6% | epoch: 1 | remaining: 255s    
step 00064 (15.0%) | loss: 5.985960 | lrm: 1.00 | dt: 850ms | tok/sec: 308,412 | mfu: 8.6% | epoch: 1 | remaining: 254s    
step 00065 (15.3%) | loss: 5.978964 | lrm: 1.00 | dt: 851ms | tok/sec: 308,144 | mfu: 8.6% | epoch: 1 | remaining: 253s    
step 00066 (15.6%) | loss: 5.968946 | lrm: 1.00 | dt: 850ms | tok/sec: 308,292 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00067 (15.9%) | loss: 5.960918 | lrm: 1.00 | dt: 850ms | tok/sec: 308,404 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00068 (16.1%) | loss: 5.941814 | lrm: 1.00 | dt: 854ms | tok/sec: 307,028 | mfu: 8.6% | epoch: 1 | remaining: 251s    
step 00069 (16.4%) | loss: 5.931393 | lrm: 1.00 | dt: 851ms | tok/sec: 308,182 | mfu: 8.6% | epoch: 1 | remaining: 250s    
step 00070 (16.7%) | loss: 5.923392 | lrm: 1.00 | dt: 852ms | tok/sec: 307,656 | mfu: 8.6% | epoch: 1 | remaining: 249s    
step 00071 (17.0%) | loss: 5.907478 | lrm: 1.00 | dt: 852ms | tok/sec: 307,742 | mfu: 8.6% | epoch: 1 | remaining: 248s    
step 00072 (17.3%) | loss: 5.892483 | lrm: 1.00 | dt: 850ms | tok/sec: 308,231 | mfu: 8.6% | epoch: 1 | remaining: 247s    
step 00073 (17.6%) | loss: 5.887475 | lrm: 1.00 | dt: 851ms | tok/sec: 308,216 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00074 (17.8%) | loss: 5.892201 | lrm: 1.00 | dt: 850ms | tok/sec: 308,294 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00075 (18.1%) | loss: 5.880730 | lrm: 1.00 | dt: 850ms | tok/sec: 308,327 | mfu: 8.6% | epoch: 1 | remaining: 245s    
step 00076 (18.4%) | loss: 5.872038 | lrm: 1.00 | dt: 851ms | tok/sec: 308,100 | mfu: 8.6% | epoch: 1 | remaining: 244s    
step 00077 (18.7%) | loss: 5.863989 | lrm: 1.00 | dt: 851ms | tok/sec: 308,194 | mfu: 8.6% | epoch: 1 | remaining: 243s    
step 00078 (19.0%) | loss: 5.853296 | lrm: 1.00 | dt: 850ms | tok/sec: 308,353 | mfu: 8.6% | epoch: 1 | remaining: 242s    
step 00079 (19.3%) | loss: 5.845291 | lrm: 1.00 | dt: 851ms | tok/sec: 308,141 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00080 (19.5%) | loss: 5.829785 | lrm: 1.00 | dt: 851ms | tok/sec: 308,076 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00081 (19.8%) | loss: 5.831304 | lrm: 1.00 | dt: 850ms | tok/sec: 308,268 | mfu: 8.6% | epoch: 1 | remaining: 240s    
step 00082 (20.1%) | loss: 5.821279 | lrm: 1.00 | dt: 850ms | tok/sec: 308,237 | mfu: 8.6% | epoch: 1 | remaining: 239s    
step 00083 (20.4%) | loss: 5.811756 | lrm: 1.00 | dt: 851ms | tok/sec: 308,092 | mfu: 8.6% | epoch: 1 | remaining: 238s    
step 00084 (20.7%) | loss: 5.803413 | lrm: 1.00 | dt: 851ms | tok/sec: 308,148 | mfu: 8.6% | epoch: 1 | remaining: 237s    
step 00085 (21.0%) | loss: 5.801892 | lrm: 1.00 | dt: 852ms | tok/sec: 307,544 | mfu: 8.6% | epoch: 1 | remaining: 236s    
step 00086 (21.2%) | loss: 5.805978 | lrm: 1.00 | dt: 851ms | tok/sec: 308,098 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00087 (21.5%) | loss: 5.796330 | lrm: 1.00 | dt: 851ms | tok/sec: 308,181 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00088 (21.8%) | loss: 5.799537 | lrm: 1.00 | dt: 851ms | tok/sec: 308,192 | mfu: 8.6% | epoch: 1 | remaining: 234s    
step 00089 (22.1%) | loss: 5.797050 | lrm: 1.00 | dt: 851ms | tok/sec: 308,074 | mfu: 8.6% | epoch: 1 | remaining: 233s    
step 00090 (22.4%) | loss: 5.794268 | lrm: 1.00 | dt: 851ms | tok/sec: 308,147 | mfu: 8.6% | epoch: 1 | remaining: 232s    
step 00091 (22.7%) | loss: 5.778378 | lrm: 1.00 | dt: 851ms | tok/sec: 308,017 | mfu: 8.6% | epoch: 1 | remaining: 231s    
step 00092 (22.9%) | loss: 5.764911 | lrm: 1.00 | dt: 850ms | tok/sec: 308,247 | mfu: 8.6% | epoch: 1 | remaining: 230s    
step 00093 (23.2%) | loss: 5.750546 | lrm: 1.00 | dt: 850ms | tok/sec: 308,228 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00094 (23.5%) | loss: 5.744326 | lrm: 1.00 | dt: 851ms | tok/sec: 308,164 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00095 (23.8%) | loss: 5.752565 | lrm: 1.00 | dt: 851ms | tok/sec: 308,162 | mfu: 8.6% | epoch: 1 | remaining: 228s    
step 00096 (24.1%) | loss: 5.743813 | lrm: 1.00 | dt: 851ms | tok/sec: 308,168 | mfu: 8.6% | epoch: 1 | remaining: 227s    
step 00097 (24.4%) | loss: 5.738615 | lrm: 1.00 | dt: 852ms | tok/sec: 307,616 | mfu: 8.6% | epoch: 1 | remaining: 226s    
step 00098 (24.6%) | loss: 5.741827 | lrm: 1.00 | dt: 851ms | tok/sec: 307,998 | mfu: 8.6% | epoch: 1 | remaining: 225s    
step 00099 (24.9%) | loss: 5.730790 | lrm: 1.00 | dt: 851ms | tok/sec: 308,021 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00100 (25.2%) | loss: 5.726379 | lrm: 1.00 | dt: 852ms | tok/sec: 307,825 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00101 (25.5%) | loss: 5.718681 | lrm: 1.00 | dt: 850ms | tok/sec: 308,228 | mfu: 8.6% | epoch: 1 | remaining: 223s    
step 00102 (25.8%) | loss: 5.709763 | lrm: 1.00 | dt: 851ms | tok/sec: 307,896 | mfu: 8.6% | epoch: 1 | remaining: 222s    
step 00103 (26.1%) | loss: 5.702270 | lrm: 1.00 | dt: 850ms | tok/sec: 308,226 | mfu: 8.6% | epoch: 1 | remaining: 221s    
step 00104 (26.3%) | loss: 5.689489 | lrm: 1.00 | dt: 851ms | tok/sec: 308,177 | mfu: 8.6% | epoch: 1 | remaining: 220s    
step 00105 (26.6%) | loss: 5.683710 | lrm: 1.00 | dt: 851ms | tok/sec: 307,875 | mfu: 8.6% | epoch: 1 | remaining: 219s    
step 00106 (26.9%) | loss: 5.676335 | lrm: 1.00 | dt: 851ms | tok/sec: 308,173 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00107 (27.2%) | loss: 5.669919 | lrm: 1.00 | dt: 851ms | tok/sec: 308,135 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00108 (27.5%) | loss: 5.656400 | lrm: 1.00 | dt: 852ms | tok/sec: 307,642 | mfu: 8.6% | epoch: 1 | remaining: 217s    
step 00109 (27.8%) | loss: 5.645993 | lrm: 1.00 | dt: 851ms | tok/sec: 308,117 | mfu: 8.6% | epoch: 1 | remaining: 216s    
step 00110 (28.1%) | loss: 5.630949 | lrm: 1.00 | dt: 851ms | tok/sec: 308,083 | mfu: 8.6% | epoch: 1 | remaining: 215s    
step 00111 (28.3%) | loss: 5.625857 | lrm: 1.00 | dt: 851ms | tok/sec: 308,013 | mfu: 8.6% | epoch: 1 | remaining: 214s    
step 00112 (28.6%) | loss: 5.613625 | lrm: 1.00 | dt: 851ms | tok/sec: 308,142 | mfu: 8.6% | epoch: 1 | remaining: 213s    
step 00113 (28.9%) | loss: 5.597372 | lrm: 1.00 | dt: 851ms | tok/sec: 308,130 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00114 (29.2%) | loss: 5.599171 | lrm: 1.00 | dt: 851ms | tok/sec: 308,138 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00115 (29.5%) | loss: 5.598533 | lrm: 1.00 | dt: 850ms | tok/sec: 308,255 | mfu: 8.6% | epoch: 1 | remaining: 211s    
step 00116 (29.8%) | loss: 5.603883 | lrm: 1.00 | dt: 851ms | tok/sec: 308,027 | mfu: 8.6% | epoch: 1 | remaining: 210s    
step 00117 (30.0%) | loss: 5.603283 | lrm: 1.00 | dt: 851ms | tok/sec: 308,024 | mfu: 8.6% | epoch: 1 | remaining: 209s    
step 00118 (30.3%) | loss: 5.596384 | lrm: 1.00 | dt: 851ms | tok/sec: 308,167 | mfu: 8.6% | epoch: 1 | remaining: 208s    
step 00119 (30.6%) | loss: 5.588563 | lrm: 0.99 | dt: 851ms | tok/sec: 308,156 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00120 (30.9%) | loss: 5.574041 | lrm: 0.99 | dt: 852ms | tok/sec: 307,761 | mfu: 8.6% | epoch: 1 | remaining: 206s    
step 00121 (31.2%) | loss: 5.566113 | lrm: 0.98 | dt: 851ms | tok/sec: 308,003 | mfu: 8.6% | epoch: 1 | remaining: 206s    
step 00122 (31.5%) | loss: 5.555009 | lrm: 0.98 | dt: 851ms | tok/sec: 308,121 | mfu: 8.6% | epoch: 1 | remaining: 205s    
step 00123 (31.7%) | loss: 5.544048 | lrm: 0.98 | dt: 851ms | tok/sec: 308,093 | mfu: 8.6% | epoch: 1 | remaining: 204s    
step 00124 (32.0%) | loss: 5.532582 | lrm: 0.97 | dt: 851ms | tok/sec: 308,160 | mfu: 8.6% | epoch: 1 | remaining: 203s    
step 00125 (32.3%) | loss: 5.520313 | lrm: 0.97 | dt: 851ms | tok/sec: 307,909 | mfu: 8.6% | epoch: 1 | remaining: 202s    
step 00126 (32.6%) | loss: 5.509273 | lrm: 0.96 | dt: 852ms | tok/sec: 307,843 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00127 (32.9%) | loss: 5.495422 | lrm: 0.96 | dt: 851ms | tok/sec: 307,990 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00128 (33.2%) | loss: 5.495327 | lrm: 0.95 | dt: 852ms | tok/sec: 307,835 | mfu: 8.6% | epoch: 1 | remaining: 200s    
step 00129 (33.4%) | loss: 5.499813 | lrm: 0.95 | dt: 851ms | tok/sec: 308,094 | mfu: 8.6% | epoch: 1 | remaining: 199s    
step 00130 (33.7%) | loss: 5.504242 | lrm: 0.95 | dt: 850ms | tok/sec: 308,241 | mfu: 8.6% | epoch: 1 | remaining: 198s    
step 00131 (34.0%) | loss: 5.494575 | lrm: 0.94 | dt: 851ms | tok/sec: 308,107 | mfu: 8.6% | epoch: 1 | remaining: 197s    
step 00132 (34.3%) | loss: 5.486095 | lrm: 0.94 | dt: 851ms | tok/sec: 308,082 | mfu: 8.6% | epoch: 1 | remaining: 196s    
step 00133 (34.6%) | loss: 5.470950 | lrm: 0.93 | dt: 852ms | tok/sec: 307,852 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00134 (34.9%) | loss: 5.458332 | lrm: 0.93 | dt: 851ms | tok/sec: 307,975 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00135 (35.1%) | loss: 5.455178 | lrm: 0.93 | dt: 851ms | tok/sec: 308,143 | mfu: 8.6% | epoch: 1 | remaining: 194s    
step 00136 (35.4%) | loss: 5.459273 | lrm: 0.92 | dt: 852ms | tok/sec: 307,736 | mfu: 8.6% | epoch: 1 | remaining: 193s    
step 00137 (35.7%) | loss: 5.454820 | lrm: 0.92 | dt: 851ms | tok/sec: 307,876 | mfu: 8.6% | epoch: 1 | remaining: 192s    
step 00138 (36.0%) | loss: 5.446622 | lrm: 0.91 | dt: 853ms | tok/sec: 307,492 | mfu: 8.6% | epoch: 1 | remaining: 191s    
step 00139 (36.3%) | loss: 5.437017 | lrm: 0.91 | dt: 851ms | tok/sec: 308,081 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00140 (36.6%) | loss: 5.428601 | lrm: 0.91 | dt: 851ms | tok/sec: 307,977 | mfu: 8.6% | epoch: 1 | remaining: 189s    
step 00141 (36.8%) | loss: 5.425876 | lrm: 0.90 | dt: 851ms | tok/sec: 308,005 | mfu: 8.6% | epoch: 1 | remaining: 189s    
step 00142 (37.1%) | loss: 5.419609 | lrm: 0.90 | dt: 851ms | tok/sec: 307,933 | mfu: 8.6% | epoch: 1 | remaining: 188s    
step 00143 (37.4%) | loss: 5.410962 | lrm: 0.89 | dt: 851ms | tok/sec: 308,003 | mfu: 8.6% | epoch: 1 | remaining: 187s    
step 00144 (37.7%) | loss: 5.401202 | lrm: 0.89 | dt: 851ms | tok/sec: 308,083 | mfu: 8.6% | epoch: 1 | remaining: 186s    
step 00145 (38.0%) | loss: 5.390613 | lrm: 0.89 | dt: 851ms | tok/sec: 307,974 | mfu: 8.6% | epoch: 1 | remaining: 185s    
step 00146 (38.3%) | loss: 5.380922 | lrm: 0.88 | dt: 851ms | tok/sec: 308,116 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00147 (38.5%) | loss: 5.368797 | lrm: 0.88 | dt: 851ms | tok/sec: 307,997 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00148 (38.8%) | loss: 5.359289 | lrm: 0.87 | dt: 851ms | tok/sec: 307,971 | mfu: 8.6% | epoch: 1 | remaining: 183s    
step 00149 (39.1%) | loss: 5.345348 | lrm: 0.87 | dt: 851ms | tok/sec: 308,064 | mfu: 8.6% | epoch: 1 | remaining: 182s    
step 00150 (39.4%) | loss: 5.328098 | lrm: 0.87 | dt: 851ms | tok/sec: 307,888 | mfu: 8.6% | epoch: 1 | remaining: 181s    
