[autoresearch/mar9 9b760a7] exp59: per-row WD text=0.0 audio=2.0 all embeds
 1 file changed, 1 insertion(+), 1 deletion(-)
Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.0, audio=2.0
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927828 | lrm: 1.00 | dt: 6523ms | tok/sec: 40,186 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.055244 | lrm: 1.00 | dt: 846ms | tok/sec: 309,970 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.835862 | lrm: 1.00 | dt: 846ms | tok/sec: 309,961 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.499878 | lrm: 1.00 | dt: 847ms | tok/sec: 309,584 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.193540 | lrm: 1.00 | dt: 846ms | tok/sec: 309,764 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.968500 | lrm: 1.00 | dt: 846ms | tok/sec: 309,841 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.732273 | lrm: 1.00 | dt: 847ms | tok/sec: 309,667 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.466534 | lrm: 1.00 | dt: 847ms | tok/sec: 309,375 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.233587 | lrm: 1.00 | dt: 846ms | tok/sec: 309,714 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.004270 | lrm: 1.00 | dt: 847ms | tok/sec: 309,613 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.829152 | lrm: 1.00 | dt: 848ms | tok/sec: 309,152 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.652037 | lrm: 1.00 | dt: 847ms | tok/sec: 309,369 | mfu: 8.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.498012 | lrm: 1.00 | dt: 847ms | tok/sec: 309,529 | mfu: 8.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.374885 | lrm: 1.00 | dt: 849ms | tok/sec: 308,939 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.259292 | lrm: 1.00 | dt: 847ms | tok/sec: 309,437 | mfu: 8.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 7.149437 | lrm: 1.00 | dt: 847ms | tok/sec: 309,489 | mfu: 8.7% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 7.046840 | lrm: 1.00 | dt: 847ms | tok/sec: 309,495 | mfu: 8.7% | epoch: 1 | remaining: 295s    
step 00038 (7.6%) | loss: 6.048558 | lrm: 1.00 | dt: 850ms | tok/sec: 308,227 | mfu: 8.6% | epoch: 1 | remaining: 276s    
step 00039 (7.9%) | loss: 6.026538 | lrm: 1.00 | dt: 849ms | tok/sec: 308,651 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00040 (8.2%) | loss: 6.001430 | lrm: 1.00 | dt: 849ms | tok/sec: 308,721 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00041 (8.5%) | loss: 5.977430 | lrm: 1.00 | dt: 849ms | tok/sec: 308,722 | mfu: 8.6% | epoch: 1 | remaining: 274s    
step 00042 (8.8%) | loss: 5.957909 | lrm: 1.00 | dt: 849ms | tok/sec: 308,758 | mfu: 8.6% | epoch: 1 | remaining: 273s    
step 00043 (9.0%) | loss: 5.925238 | lrm: 1.00 | dt: 850ms | tok/sec: 308,578 | mfu: 8.6% | epoch: 1 | remaining: 272s    
step 00044 (9.3%) | loss: 5.901522 | lrm: 1.00 | dt: 849ms | tok/sec: 308,732 | mfu: 8.6% | epoch: 1 | remaining: 271s    
step 00045 (9.6%) | loss: 5.885591 | lrm: 1.00 | dt: 850ms | tok/sec: 308,560 | mfu: 8.6% | epoch: 1 | remaining: 270s    
step 00046 (9.9%) | loss: 5.848630 | lrm: 1.00 | dt: 850ms | tok/sec: 308,582 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00047 (10.2%) | loss: 5.820163 | lrm: 1.00 | dt: 850ms | tok/sec: 308,535 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00048 (10.5%) | loss: 5.791568 | lrm: 1.00 | dt: 849ms | tok/sec: 308,746 | mfu: 8.6% | epoch: 1 | remaining: 268s    
step 00049 (10.7%) | loss: 5.772300 | lrm: 1.00 | dt: 850ms | tok/sec: 308,501 | mfu: 8.6% | epoch: 1 | remaining: 267s    
step 00050 (11.0%) | loss: 5.752485 | lrm: 1.00 | dt: 850ms | tok/sec: 308,329 | mfu: 8.6% | epoch: 1 | remaining: 266s    
step 00051 (11.3%) | loss: 5.742841 | lrm: 1.00 | dt: 850ms | tok/sec: 308,554 | mfu: 8.6% | epoch: 1 | remaining: 265s    
step 00052 (11.6%) | loss: 5.722522 | lrm: 1.00 | dt: 849ms | tok/sec: 308,631 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00053 (11.9%) | loss: 5.694723 | lrm: 1.00 | dt: 849ms | tok/sec: 308,616 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00054 (12.2%) | loss: 5.663670 | lrm: 1.00 | dt: 850ms | tok/sec: 308,502 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00055 (12.4%) | loss: 5.637152 | lrm: 1.00 | dt: 850ms | tok/sec: 308,566 | mfu: 8.6% | epoch: 1 | remaining: 262s    
step 00056 (12.7%) | loss: 5.613352 | lrm: 1.00 | dt: 850ms | tok/sec: 308,567 | mfu: 8.6% | epoch: 1 | remaining: 261s    
step 00057 (13.0%) | loss: 5.588650 | lrm: 1.00 | dt: 850ms | tok/sec: 308,297 | mfu: 8.6% | epoch: 1 | remaining: 260s    
step 00058 (13.3%) | loss: 5.563083 | lrm: 1.00 | dt: 850ms | tok/sec: 308,448 | mfu: 8.6% | epoch: 1 | remaining: 259s    
step 00059 (13.6%) | loss: 5.535492 | lrm: 1.00 | dt: 851ms | tok/sec: 308,143 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00060 (13.9%) | loss: 5.508632 | lrm: 1.00 | dt: 850ms | tok/sec: 308,585 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00061 (14.1%) | loss: 5.490400 | lrm: 1.00 | dt: 850ms | tok/sec: 308,559 | mfu: 8.6% | epoch: 1 | remaining: 257s    
step 00062 (14.4%) | loss: 5.470892 | lrm: 1.00 | dt: 849ms | tok/sec: 308,592 | mfu: 8.6% | epoch: 1 | remaining: 256s    
step 00063 (14.7%) | loss: 5.450965 | lrm: 1.00 | dt: 850ms | tok/sec: 308,394 | mfu: 8.6% | epoch: 1 | remaining: 255s    
step 00064 (15.0%) | loss: 5.422155 | lrm: 1.00 | dt: 850ms | tok/sec: 308,552 | mfu: 8.6% | epoch: 1 | remaining: 254s    
step 00065 (15.3%) | loss: 5.387638 | lrm: 1.00 | dt: 850ms | tok/sec: 308,263 | mfu: 8.6% | epoch: 1 | remaining: 253s    
step 00066 (15.6%) | loss: 5.369182 | lrm: 1.00 | dt: 850ms | tok/sec: 308,523 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00067 (15.8%) | loss: 5.359647 | lrm: 1.00 | dt: 850ms | tok/sec: 308,449 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00068 (16.1%) | loss: 5.336555 | lrm: 1.00 | dt: 849ms | tok/sec: 308,589 | mfu: 8.6% | epoch: 1 | remaining: 251s    
step 00069 (16.4%) | loss: 5.317650 | lrm: 1.00 | dt: 850ms | tok/sec: 308,420 | mfu: 8.6% | epoch: 1 | remaining: 250s    
step 00070 (16.7%) | loss: 5.298785 | lrm: 1.00 | dt: 850ms | tok/sec: 308,479 | mfu: 8.6% | epoch: 1 | remaining: 249s    
step 00071 (17.0%) | loss: 5.281642 | lrm: 1.00 | dt: 850ms | tok/sec: 308,358 | mfu: 8.6% | epoch: 1 | remaining: 248s    
step 00072 (17.3%) | loss: 5.251025 | lrm: 1.00 | dt: 850ms | tok/sec: 308,351 | mfu: 8.6% | epoch: 1 | remaining: 247s    
step 00073 (17.5%) | loss: 5.241515 | lrm: 1.00 | dt: 850ms | tok/sec: 308,292 | mfu: 8.6% | epoch: 1 | remaining: 247s    
step 00074 (17.8%) | loss: 5.239372 | lrm: 1.00 | dt: 850ms | tok/sec: 308,418 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00075 (18.1%) | loss: 5.223327 | lrm: 1.00 | dt: 850ms | tok/sec: 308,346 | mfu: 8.6% | epoch: 1 | remaining: 245s    
step 00076 (18.4%) | loss: 5.195295 | lrm: 1.00 | dt: 850ms | tok/sec: 308,511 | mfu: 8.6% | epoch: 1 | remaining: 244s    
step 00077 (18.7%) | loss: 5.172008 | lrm: 1.00 | dt: 850ms | tok/sec: 308,405 | mfu: 8.6% | epoch: 1 | remaining: 243s    
step 00078 (19.0%) | loss: 5.147800 | lrm: 1.00 | dt: 850ms | tok/sec: 308,499 | mfu: 8.6% | epoch: 1 | remaining: 242s    
step 00079 (19.2%) | loss: 5.134769 | lrm: 1.00 | dt: 850ms | tok/sec: 308,454 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00080 (19.5%) | loss: 5.118622 | lrm: 1.00 | dt: 850ms | tok/sec: 308,413 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00081 (19.8%) | loss: 5.105385 | lrm: 1.00 | dt: 850ms | tok/sec: 308,529 | mfu: 8.6% | epoch: 1 | remaining: 240s    
step 00082 (20.1%) | loss: 5.087508 | lrm: 1.00 | dt: 850ms | tok/sec: 308,500 | mfu: 8.6% | epoch: 1 | remaining: 239s    
step 00083 (20.4%) | loss: 5.066599 | lrm: 1.00 | dt: 850ms | tok/sec: 308,434 | mfu: 8.6% | epoch: 1 | remaining: 238s    
step 00084 (20.7%) | loss: 5.049092 | lrm: 1.00 | dt: 850ms | tok/sec: 308,524 | mfu: 8.6% | epoch: 1 | remaining: 237s    
step 00085 (20.9%) | loss: 5.036691 | lrm: 1.00 | dt: 852ms | tok/sec: 307,659 | mfu: 8.6% | epoch: 1 | remaining: 236s    
step 00086 (21.2%) | loss: 5.028804 | lrm: 1.00 | dt: 850ms | tok/sec: 308,428 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00087 (21.5%) | loss: 5.013456 | lrm: 1.00 | dt: 850ms | tok/sec: 308,439 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00088 (21.8%) | loss: 5.002055 | lrm: 1.00 | dt: 850ms | tok/sec: 308,461 | mfu: 8.6% | epoch: 1 | remaining: 234s    
step 00089 (22.1%) | loss: 4.994389 | lrm: 1.00 | dt: 850ms | tok/sec: 308,455 | mfu: 8.6% | epoch: 1 | remaining: 233s    
step 00090 (22.4%) | loss: 4.980051 | lrm: 1.00 | dt: 850ms | tok/sec: 308,400 | mfu: 8.6% | epoch: 1 | remaining: 232s    
step 00091 (22.6%) | loss: 4.958533 | lrm: 1.00 | dt: 850ms | tok/sec: 308,442 | mfu: 8.6% | epoch: 1 | remaining: 231s    
step 00092 (22.9%) | loss: 4.954937 | lrm: 1.00 | dt: 850ms | tok/sec: 308,453 | mfu: 8.6% | epoch: 1 | remaining: 230s    
step 00093 (23.2%) | loss: 4.941930 | lrm: 1.00 | dt: 850ms | tok/sec: 308,373 | mfu: 8.6% | epoch: 1 | remaining: 230s    
step 00094 (23.5%) | loss: 4.932340 | lrm: 1.00 | dt: 850ms | tok/sec: 308,509 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00095 (23.8%) | loss: 4.925817 | lrm: 1.00 | dt: 850ms | tok/sec: 308,285 | mfu: 8.6% | epoch: 1 | remaining: 228s    
step 00096 (24.1%) | loss: 4.912998 | lrm: 1.00 | dt: 852ms | tok/sec: 307,558 | mfu: 8.6% | epoch: 1 | remaining: 227s    
step 00097 (24.3%) | loss: 4.899526 | lrm: 1.00 | dt: 851ms | tok/sec: 308,081 | mfu: 8.6% | epoch: 1 | remaining: 226s    
step 00098 (24.6%) | loss: 4.884260 | lrm: 1.00 | dt: 850ms | tok/sec: 308,375 | mfu: 8.6% | epoch: 1 | remaining: 225s    
step 00099 (24.9%) | loss: 4.871323 | lrm: 1.00 | dt: 850ms | tok/sec: 308,399 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00100 (25.2%) | loss: 4.851871 | lrm: 1.00 | dt: 851ms | tok/sec: 308,002 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00101 (25.5%) | loss: 4.837262 | lrm: 1.00 | dt: 851ms | tok/sec: 308,045 | mfu: 8.6% | epoch: 1 | remaining: 223s    
step 00102 (25.8%) | loss: 4.823427 | lrm: 1.00 | dt: 850ms | tok/sec: 308,249 | mfu: 8.6% | epoch: 1 | remaining: 222s    
step 00103 (26.0%) | loss: 4.809031 | lrm: 1.00 | dt: 850ms | tok/sec: 308,284 | mfu: 8.6% | epoch: 1 | remaining: 221s    
step 00104 (26.3%) | loss: 4.794924 | lrm: 1.00 | dt: 850ms | tok/sec: 308,382 | mfu: 8.6% | epoch: 1 | remaining: 220s    
step 00105 (26.6%) | loss: 4.783190 | lrm: 1.00 | dt: 850ms | tok/sec: 308,427 | mfu: 8.6% | epoch: 1 | remaining: 219s    
step 00106 (26.9%) | loss: 4.773363 | lrm: 1.00 | dt: 850ms | tok/sec: 308,422 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00107 (27.2%) | loss: 4.769123 | lrm: 1.00 | dt: 850ms | tok/sec: 308,433 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00108 (27.5%) | loss: 4.764176 | lrm: 1.00 | dt: 850ms | tok/sec: 308,268 | mfu: 8.6% | epoch: 1 | remaining: 217s    
step 00109 (27.7%) | loss: 4.741203 | lrm: 1.00 | dt: 850ms | tok/sec: 308,356 | mfu: 8.6% | epoch: 1 | remaining: 216s    
step 00110 (28.0%) | loss: 4.738388 | lrm: 1.00 | dt: 850ms | tok/sec: 308,459 | mfu: 8.6% | epoch: 1 | remaining: 215s    
step 00111 (28.3%) | loss: 4.729483 | lrm: 1.00 | dt: 850ms | tok/sec: 308,372 | mfu: 8.6% | epoch: 1 | remaining: 214s    
step 00112 (28.6%) | loss: 4.719500 | lrm: 1.00 | dt: 850ms | tok/sec: 308,470 | mfu: 8.6% | epoch: 1 | remaining: 213s    
step 00113 (28.9%) | loss: 4.715029 | lrm: 1.00 | dt: 850ms | tok/sec: 308,468 | mfu: 8.6% | epoch: 1 | remaining: 213s    
step 00114 (29.2%) | loss: 4.719971 | lrm: 1.00 | dt: 850ms | tok/sec: 308,505 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00115 (29.4%) | loss: 4.727485 | lrm: 1.00 | dt: 850ms | tok/sec: 308,474 | mfu: 8.6% | epoch: 1 | remaining: 211s    
step 00116 (29.7%) | loss: 4.710724 | lrm: 1.00 | dt: 851ms | tok/sec: 307,959 | mfu: 8.6% | epoch: 1 | remaining: 210s    
step 00117 (30.0%) | loss: 4.710263 | lrm: 1.00 | dt: 850ms | tok/sec: 308,485 | mfu: 8.6% | epoch: 1 | remaining: 209s    
step 00118 (30.3%) | loss: 4.697403 | lrm: 1.00 | dt: 850ms | tok/sec: 308,363 | mfu: 8.6% | epoch: 1 | remaining: 208s    
step 00119 (30.6%) | loss: 4.696231 | lrm: 0.99 | dt: 850ms | tok/sec: 308,444 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00120 (30.9%) | loss: 4.674836 | lrm: 0.99 | dt: 850ms | tok/sec: 308,279 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00121 (31.1%) | loss: 4.657259 | lrm: 0.98 | dt: 850ms | tok/sec: 308,418 | mfu: 8.6% | epoch: 1 | remaining: 206s    
step 00122 (31.4%) | loss: 4.653288 | lrm: 0.98 | dt: 850ms | tok/sec: 308,303 | mfu: 8.6% | epoch: 1 | remaining: 205s    
step 00123 (31.7%) | loss: 4.653793 | lrm: 0.98 | dt: 850ms | tok/sec: 308,343 | mfu: 8.6% | epoch: 1 | remaining: 204s    
step 00124 (32.0%) | loss: 4.654858 | lrm: 0.97 | dt: 850ms | tok/sec: 308,244 | mfu: 8.6% | epoch: 1 | remaining: 203s    
step 00125 (32.3%) | loss: 4.645679 | lrm: 0.97 | dt: 850ms | tok/sec: 308,361 | mfu: 8.6% | epoch: 1 | remaining: 202s    
step 00126 (32.6%) | loss: 4.639701 | lrm: 0.96 | dt: 851ms | tok/sec: 307,945 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00127 (32.8%) | loss: 4.626582 | lrm: 0.96 | dt: 850ms | tok/sec: 308,321 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00128 (33.1%) | loss: 4.616344 | lrm: 0.96 | dt: 850ms | tok/sec: 308,267 | mfu: 8.6% | epoch: 1 | remaining: 200s    
step 00129 (33.4%) | loss: 4.616005 | lrm: 0.95 | dt: 850ms | tok/sec: 308,429 | mfu: 8.6% | epoch: 1 | remaining: 199s    
step 00130 (33.7%) | loss: 4.613667 | lrm: 0.95 | dt: 850ms | tok/sec: 308,267 | mfu: 8.6% | epoch: 1 | remaining: 198s    
step 00131 (34.0%) | loss: 4.607905 | lrm: 0.94 | dt: 850ms | tok/sec: 308,302 | mfu: 8.6% | epoch: 1 | remaining: 197s    
step 00132 (34.3%) | loss: 4.596955 | lrm: 0.94 | dt: 850ms | tok/sec: 308,437 | mfu: 8.6% | epoch: 1 | remaining: 196s    
step 00133 (34.5%) | loss: 4.578861 | lrm: 0.94 | dt: 850ms | tok/sec: 308,375 | mfu: 8.6% | epoch: 1 | remaining: 196s    
step 00134 (34.8%) | loss: 4.565439 | lrm: 0.93 | dt: 850ms | tok/sec: 308,437 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00135 (35.1%) | loss: 4.562522 | lrm: 0.93 | dt: 850ms | tok/sec: 308,348 | mfu: 8.6% | epoch: 1 | remaining: 194s    
step 00136 (35.4%) | loss: 4.560545 | lrm: 0.92 | dt: 851ms | tok/sec: 308,155 | mfu: 8.6% | epoch: 1 | remaining: 193s    
step 00137 (35.7%) | loss: 4.547714 | lrm: 0.92 | dt: 850ms | tok/sec: 308,518 | mfu: 8.6% | epoch: 1 | remaining: 192s    
step 00138 (36.0%) | loss: 4.535746 | lrm: 0.91 | dt: 852ms | tok/sec: 307,774 | mfu: 8.6% | epoch: 1 | remaining: 191s    
step 00139 (36.3%) | loss: 4.528954 | lrm: 0.91 | dt: 850ms | tok/sec: 308,499 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00140 (36.5%) | loss: 4.527711 | lrm: 0.91 | dt: 850ms | tok/sec: 308,483 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00141 (36.8%) | loss: 4.521930 | lrm: 0.90 | dt: 850ms | tok/sec: 308,520 | mfu: 8.6% | epoch: 1 | remaining: 189s    
step 00142 (37.1%) | loss: 4.513441 | lrm: 0.90 | dt: 850ms | tok/sec: 308,347 | mfu: 8.6% | epoch: 1 | remaining: 188s    
step 00143 (37.4%) | loss: 4.520007 | lrm: 0.89 | dt: 850ms | tok/sec: 308,343 | mfu: 8.6% | epoch: 1 | remaining: 187s    
step 00144 (37.7%) | loss: 4.510277 | lrm: 0.89 | dt: 850ms | tok/sec: 308,434 | mfu: 8.6% | epoch: 1 | remaining: 186s    
step 00145 (37.9%) | loss: 4.498163 | lrm: 0.89 | dt: 850ms | tok/sec: 308,532 | mfu: 8.6% | epoch: 1 | remaining: 185s    
step 00146 (38.2%) | loss: 4.488525 | lrm: 0.88 | dt: 850ms | tok/sec: 308,403 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00147 (38.5%) | loss: 4.489575 | lrm: 0.88 | dt: 850ms | tok/sec: 308,477 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00148 (38.8%) | loss: 4.487814 | lrm: 0.87 | dt: 851ms | tok/sec: 308,178 | mfu: 8.6% | epoch: 1 | remaining: 183s    
step 00149 (39.1%) | loss: 4.475277 | lrm: 0.87 | dt: 850ms | tok/sec: 308,454 | mfu: 8.6% | epoch: 1 | remaining: 182s    
step 00150 (39.4%) | loss: 4.460937 | lrm: 0.87 | dt: 850ms | tok/sec: 308,343 | mfu: 8.6% | epoch: 1 | remaining: 181s    
