[autoresearch/mar9 1980d79] exp56: per-row WD on wte+VE — text=0.0 audio=3.0
 1 file changed, 3 insertions(+), 3 deletions(-)
Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.0, audio=3.0
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927802 | lrm: 1.00 | dt: 5972ms | tok/sec: 43,897 | mfu: 1.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.053929 | lrm: 1.00 | dt: 847ms | tok/sec: 309,662 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.832185 | lrm: 1.00 | dt: 846ms | tok/sec: 309,772 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.485900 | lrm: 1.00 | dt: 846ms | tok/sec: 309,710 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.192751 | lrm: 1.00 | dt: 847ms | tok/sec: 309,586 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.924201 | lrm: 1.00 | dt: 847ms | tok/sec: 309,632 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.702710 | lrm: 1.00 | dt: 847ms | tok/sec: 309,585 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.470524 | lrm: 1.00 | dt: 849ms | tok/sec: 308,874 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.260264 | lrm: 1.00 | dt: 847ms | tok/sec: 309,375 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.043011 | lrm: 1.00 | dt: 849ms | tok/sec: 308,796 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.887702 | lrm: 1.00 | dt: 849ms | tok/sec: 308,894 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.718433 | lrm: 1.00 | dt: 847ms | tok/sec: 309,519 | mfu: 8.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.577451 | lrm: 1.00 | dt: 848ms | tok/sec: 309,296 | mfu: 8.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.455400 | lrm: 1.00 | dt: 849ms | tok/sec: 308,639 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.352727 | lrm: 1.00 | dt: 848ms | tok/sec: 309,037 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 7.250264 | lrm: 1.00 | dt: 848ms | tok/sec: 309,093 | mfu: 8.6% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 7.155010 | lrm: 1.00 | dt: 848ms | tok/sec: 309,241 | mfu: 8.7% | epoch: 1 | remaining: 295s    
step 00097 (24.4%) | loss: 5.423134 | lrm: 1.00 | dt: 851ms | tok/sec: 308,064 | mfu: 8.6% | epoch: 1 | remaining: 226s    
step 00098 (24.6%) | loss: 5.418809 | lrm: 1.00 | dt: 851ms | tok/sec: 308,057 | mfu: 8.6% | epoch: 1 | remaining: 225s    
step 00099 (24.9%) | loss: 5.400630 | lrm: 1.00 | dt: 851ms | tok/sec: 308,038 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00100 (25.2%) | loss: 5.380505 | lrm: 1.00 | dt: 851ms | tok/sec: 307,862 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00101 (25.5%) | loss: 5.361870 | lrm: 1.00 | dt: 850ms | tok/sec: 308,353 | mfu: 8.6% | epoch: 1 | remaining: 223s    
step 00102 (25.8%) | loss: 5.344508 | lrm: 1.00 | dt: 850ms | tok/sec: 308,341 | mfu: 8.6% | epoch: 1 | remaining: 222s    
step 00103 (26.1%) | loss: 5.332783 | lrm: 1.00 | dt: 850ms | tok/sec: 308,395 | mfu: 8.6% | epoch: 1 | remaining: 221s    
step 00104 (26.3%) | loss: 5.314463 | lrm: 1.00 | dt: 850ms | tok/sec: 308,436 | mfu: 8.6% | epoch: 1 | remaining: 220s    
step 00105 (26.6%) | loss: 5.307534 | lrm: 1.00 | dt: 850ms | tok/sec: 308,388 | mfu: 8.6% | epoch: 1 | remaining: 219s    
step 00106 (26.9%) | loss: 5.292784 | lrm: 1.00 | dt: 850ms | tok/sec: 308,397 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00107 (27.2%) | loss: 5.291301 | lrm: 1.00 | dt: 850ms | tok/sec: 308,358 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00108 (27.5%) | loss: 5.274959 | lrm: 1.00 | dt: 850ms | tok/sec: 308,336 | mfu: 8.6% | epoch: 1 | remaining: 217s    
step 00109 (27.8%) | loss: 5.255799 | lrm: 1.00 | dt: 851ms | tok/sec: 308,186 | mfu: 8.6% | epoch: 1 | remaining: 216s    
step 00110 (28.0%) | loss: 5.244463 | lrm: 1.00 | dt: 850ms | tok/sec: 308,426 | mfu: 8.6% | epoch: 1 | remaining: 215s    
step 00111 (28.3%) | loss: 5.230528 | lrm: 1.00 | dt: 850ms | tok/sec: 308,336 | mfu: 8.6% | epoch: 1 | remaining: 214s    
step 00112 (28.6%) | loss: 5.210764 | lrm: 1.00 | dt: 850ms | tok/sec: 308,319 | mfu: 8.6% | epoch: 1 | remaining: 213s    
step 00113 (28.9%) | loss: 5.198475 | lrm: 1.00 | dt: 850ms | tok/sec: 308,320 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00114 (29.2%) | loss: 5.185014 | lrm: 1.00 | dt: 850ms | tok/sec: 308,390 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00115 (29.5%) | loss: 5.186048 | lrm: 1.00 | dt: 850ms | tok/sec: 308,347 | mfu: 8.6% | epoch: 1 | remaining: 211s    
step 00116 (29.7%) | loss: 5.176351 | lrm: 1.00 | dt: 852ms | tok/sec: 307,783 | mfu: 8.6% | epoch: 1 | remaining: 210s    
step 00117 (30.0%) | loss: 5.178941 | lrm: 1.00 | dt: 850ms | tok/sec: 308,452 | mfu: 8.6% | epoch: 1 | remaining: 209s    
step 00118 (30.3%) | loss: 5.160292 | lrm: 1.00 | dt: 850ms | tok/sec: 308,266 | mfu: 8.6% | epoch: 1 | remaining: 208s    
step 00119 (30.6%) | loss: 5.151099 | lrm: 0.99 | dt: 850ms | tok/sec: 308,307 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00120 (30.9%) | loss: 5.125811 | lrm: 0.99 | dt: 850ms | tok/sec: 308,250 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00121 (31.2%) | loss: 5.109970 | lrm: 0.98 | dt: 850ms | tok/sec: 308,411 | mfu: 8.6% | epoch: 1 | remaining: 206s    
step 00122 (31.4%) | loss: 5.100883 | lrm: 0.98 | dt: 850ms | tok/sec: 308,236 | mfu: 8.6% | epoch: 1 | remaining: 205s    
step 00123 (31.7%) | loss: 5.093056 | lrm: 0.98 | dt: 850ms | tok/sec: 308,287 | mfu: 8.6% | epoch: 1 | remaining: 204s    
step 00124 (32.0%) | loss: 5.090058 | lrm: 0.97 | dt: 850ms | tok/sec: 308,281 | mfu: 8.6% | epoch: 1 | remaining: 203s    
step 00125 (32.3%) | loss: 5.078551 | lrm: 0.97 | dt: 850ms | tok/sec: 308,328 | mfu: 8.6% | epoch: 1 | remaining: 202s    
step 00126 (32.6%) | loss: 5.073125 | lrm: 0.96 | dt: 851ms | tok/sec: 307,905 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00127 (32.9%) | loss: 5.054448 | lrm: 0.96 | dt: 850ms | tok/sec: 308,315 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00128 (33.1%) | loss: 5.041620 | lrm: 0.96 | dt: 850ms | tok/sec: 308,235 | mfu: 8.6% | epoch: 1 | remaining: 200s    
step 00129 (33.4%) | loss: 5.032130 | lrm: 0.95 | dt: 850ms | tok/sec: 308,307 | mfu: 8.6% | epoch: 1 | remaining: 199s    
step 00130 (33.7%) | loss: 5.026827 | lrm: 0.95 | dt: 851ms | tok/sec: 308,218 | mfu: 8.6% | epoch: 1 | remaining: 198s    
step 00131 (34.0%) | loss: 5.017494 | lrm: 0.94 | dt: 851ms | tok/sec: 308,054 | mfu: 8.6% | epoch: 1 | remaining: 197s    
step 00132 (34.3%) | loss: 4.996372 | lrm: 0.94 | dt: 850ms | tok/sec: 308,337 | mfu: 8.6% | epoch: 1 | remaining: 196s    
step 00133 (34.6%) | loss: 4.982731 | lrm: 0.93 | dt: 851ms | tok/sec: 308,192 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00134 (34.8%) | loss: 4.971083 | lrm: 0.93 | dt: 851ms | tok/sec: 308,121 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00135 (35.1%) | loss: 4.966174 | lrm: 0.93 | dt: 850ms | tok/sec: 308,244 | mfu: 8.6% | epoch: 1 | remaining: 194s    
step 00136 (35.4%) | loss: 4.960888 | lrm: 0.92 | dt: 850ms | tok/sec: 308,228 | mfu: 8.6% | epoch: 1 | remaining: 193s    
step 00137 (35.7%) | loss: 4.941225 | lrm: 0.92 | dt: 851ms | tok/sec: 308,151 | mfu: 8.6% | epoch: 1 | remaining: 192s    
step 00138 (36.0%) | loss: 4.929689 | lrm: 0.91 | dt: 852ms | tok/sec: 307,532 | mfu: 8.6% | epoch: 1 | remaining: 191s    
step 00139 (36.3%) | loss: 4.921745 | lrm: 0.91 | dt: 850ms | tok/sec: 308,350 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00140 (36.5%) | loss: 4.918717 | lrm: 0.91 | dt: 851ms | tok/sec: 308,057 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00141 (36.8%) | loss: 4.918495 | lrm: 0.90 | dt: 853ms | tok/sec: 307,499 | mfu: 8.6% | epoch: 1 | remaining: 189s    
step 00142 (37.1%) | loss: 4.912701 | lrm: 0.90 | dt: 852ms | tok/sec: 307,861 | mfu: 8.6% | epoch: 1 | remaining: 188s    
step 00143 (37.4%) | loss: 4.911354 | lrm: 0.89 | dt: 851ms | tok/sec: 307,977 | mfu: 8.6% | epoch: 1 | remaining: 187s    
step 00144 (37.7%) | loss: 4.903483 | lrm: 0.89 | dt: 851ms | tok/sec: 307,928 | mfu: 8.6% | epoch: 1 | remaining: 186s    
step 00145 (38.0%) | loss: 4.885062 | lrm: 0.89 | dt: 851ms | tok/sec: 308,186 | mfu: 8.6% | epoch: 1 | remaining: 185s    
step 00146 (38.2%) | loss: 4.876449 | lrm: 0.88 | dt: 851ms | tok/sec: 308,140 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00147 (38.5%) | loss: 4.868170 | lrm: 0.88 | dt: 851ms | tok/sec: 308,193 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00148 (38.8%) | loss: 4.872710 | lrm: 0.87 | dt: 851ms | tok/sec: 308,099 | mfu: 8.6% | epoch: 1 | remaining: 183s    
step 00149 (39.1%) | loss: 4.857272 | lrm: 0.87 | dt: 851ms | tok/sec: 308,097 | mfu: 8.6% | epoch: 1 | remaining: 182s    
step 00150 (39.4%) | loss: 4.847715 | lrm: 0.87 | dt: 851ms | tok/sec: 308,183 | mfu: 8.6% | epoch: 1 | remaining: 181s    
step 00151 (39.7%) | loss: 4.842352 | lrm: 0.86 | dt: 851ms | tok/sec: 308,023 | mfu: 8.6% | epoch: 1 | remaining: 180s    
