[autoresearch/mar9 8a7d425] exp60: dropout=0.05 with per-row WD
 1 file changed, 1 insertion(+), 1 deletion(-)
Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.0, audio=2.5
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927778 | lrm: 1.00 | dt: 12118ms | tok/sec: 21,632 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.054349 | lrm: 1.00 | dt: 844ms | tok/sec: 310,492 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.833974 | lrm: 1.00 | dt: 850ms | tok/sec: 308,584 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.483661 | lrm: 1.00 | dt: 846ms | tok/sec: 309,946 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.185365 | lrm: 1.00 | dt: 846ms | tok/sec: 309,927 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.936879 | lrm: 1.00 | dt: 846ms | tok/sec: 309,987 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.735974 | lrm: 1.00 | dt: 846ms | tok/sec: 309,912 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.485888 | lrm: 1.00 | dt: 849ms | tok/sec: 308,900 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.275790 | lrm: 1.00 | dt: 846ms | tok/sec: 309,709 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.050477 | lrm: 1.00 | dt: 846ms | tok/sec: 309,712 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.885971 | lrm: 1.00 | dt: 849ms | tok/sec: 308,903 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.706659 | lrm: 1.00 | dt: 847ms | tok/sec: 309,660 | mfu: 8.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.560283 | lrm: 1.00 | dt: 847ms | tok/sec: 309,660 | mfu: 8.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.427560 | lrm: 1.00 | dt: 848ms | tok/sec: 309,166 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.319243 | lrm: 1.00 | dt: 847ms | tok/sec: 309,593 | mfu: 8.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 7.208765 | lrm: 1.00 | dt: 847ms | tok/sec: 309,576 | mfu: 8.7% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 7.107987 | lrm: 1.00 | dt: 847ms | tok/sec: 309,426 | mfu: 8.7% | epoch: 1 | remaining: 295s    
step 00038 (7.6%) | loss: 6.101926 | lrm: 1.00 | dt: 849ms | tok/sec: 308,698 | mfu: 8.6% | epoch: 1 | remaining: 276s    
step 00039 (7.9%) | loss: 6.076581 | lrm: 1.00 | dt: 848ms | tok/sec: 308,962 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00040 (8.2%) | loss: 6.046364 | lrm: 1.00 | dt: 848ms | tok/sec: 309,103 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00041 (8.5%) | loss: 6.026159 | lrm: 1.00 | dt: 849ms | tok/sec: 308,846 | mfu: 8.6% | epoch: 1 | remaining: 274s    
step 00042 (8.8%) | loss: 6.005012 | lrm: 1.00 | dt: 849ms | tok/sec: 308,842 | mfu: 8.6% | epoch: 1 | remaining: 273s    
step 00043 (9.0%) | loss: 5.977715 | lrm: 1.00 | dt: 849ms | tok/sec: 308,667 | mfu: 8.6% | epoch: 1 | remaining: 272s    
step 00044 (9.3%) | loss: 5.964428 | lrm: 1.00 | dt: 849ms | tok/sec: 308,630 | mfu: 8.6% | epoch: 1 | remaining: 271s    
step 00045 (9.6%) | loss: 5.952179 | lrm: 1.00 | dt: 850ms | tok/sec: 308,457 | mfu: 8.6% | epoch: 1 | remaining: 270s    
step 00046 (9.9%) | loss: 5.919900 | lrm: 1.00 | dt: 849ms | tok/sec: 308,646 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00047 (10.2%) | loss: 5.894822 | lrm: 1.00 | dt: 849ms | tok/sec: 308,623 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00048 (10.5%) | loss: 5.874301 | lrm: 1.00 | dt: 849ms | tok/sec: 308,658 | mfu: 8.6% | epoch: 1 | remaining: 268s    
step 00049 (10.7%) | loss: 5.857343 | lrm: 1.00 | dt: 849ms | tok/sec: 308,678 | mfu: 8.6% | epoch: 1 | remaining: 267s    
step 00050 (11.0%) | loss: 5.828738 | lrm: 1.00 | dt: 849ms | tok/sec: 308,641 | mfu: 8.6% | epoch: 1 | remaining: 266s    
step 00051 (11.3%) | loss: 5.808453 | lrm: 1.00 | dt: 850ms | tok/sec: 308,497 | mfu: 8.6% | epoch: 1 | remaining: 265s    
step 00052 (11.6%) | loss: 5.791201 | lrm: 1.00 | dt: 850ms | tok/sec: 308,476 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00053 (11.9%) | loss: 5.766793 | lrm: 1.00 | dt: 850ms | tok/sec: 308,316 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00054 (12.2%) | loss: 5.741616 | lrm: 1.00 | dt: 851ms | tok/sec: 308,072 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00055 (12.4%) | loss: 5.724020 | lrm: 1.00 | dt: 864ms | tok/sec: 303,307 | mfu: 8.5% | epoch: 1 | remaining: 262s    
step 00056 (12.7%) | loss: 5.717299 | lrm: 1.00 | dt: 850ms | tok/sec: 308,557 | mfu: 8.6% | epoch: 1 | remaining: 261s    
step 00057 (13.0%) | loss: 5.700570 | lrm: 1.00 | dt: 852ms | tok/sec: 307,583 | mfu: 8.6% | epoch: 1 | remaining: 260s    
step 00058 (13.3%) | loss: 5.686345 | lrm: 1.00 | dt: 850ms | tok/sec: 308,456 | mfu: 8.6% | epoch: 1 | remaining: 259s    
step 00059 (13.6%) | loss: 5.657625 | lrm: 1.00 | dt: 851ms | tok/sec: 308,026 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00060 (13.9%) | loss: 5.638964 | lrm: 1.00 | dt: 850ms | tok/sec: 308,418 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00061 (14.1%) | loss: 5.620914 | lrm: 1.00 | dt: 850ms | tok/sec: 308,400 | mfu: 8.6% | epoch: 1 | remaining: 257s    
step 00062 (14.4%) | loss: 5.600771 | lrm: 1.00 | dt: 850ms | tok/sec: 308,474 | mfu: 8.6% | epoch: 1 | remaining: 256s    
step 00063 (14.7%) | loss: 5.581946 | lrm: 1.00 | dt: 850ms | tok/sec: 308,382 | mfu: 8.6% | epoch: 1 | remaining: 255s    
step 00064 (15.0%) | loss: 5.553823 | lrm: 1.00 | dt: 850ms | tok/sec: 308,499 | mfu: 8.6% | epoch: 1 | remaining: 254s    
step 00065 (15.3%) | loss: 5.523869 | lrm: 1.00 | dt: 850ms | tok/sec: 308,330 | mfu: 8.6% | epoch: 1 | remaining: 253s    
step 00066 (15.6%) | loss: 5.501598 | lrm: 1.00 | dt: 850ms | tok/sec: 308,420 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00067 (15.8%) | loss: 5.488954 | lrm: 1.00 | dt: 850ms | tok/sec: 308,508 | mfu: 8.6% | epoch: 1 | remaining: 252s    
step 00068 (16.1%) | loss: 5.468612 | lrm: 1.00 | dt: 850ms | tok/sec: 308,255 | mfu: 8.6% | epoch: 1 | remaining: 251s    
step 00069 (16.4%) | loss: 5.456154 | lrm: 1.00 | dt: 850ms | tok/sec: 308,512 | mfu: 8.6% | epoch: 1 | remaining: 250s    
step 00070 (16.7%) | loss: 5.435716 | lrm: 1.00 | dt: 850ms | tok/sec: 308,404 | mfu: 8.6% | epoch: 1 | remaining: 249s    
step 00071 (17.0%) | loss: 5.408297 | lrm: 1.00 | dt: 851ms | tok/sec: 307,960 | mfu: 8.6% | epoch: 1 | remaining: 248s    
step 00072 (17.3%) | loss: 5.379054 | lrm: 1.00 | dt: 850ms | tok/sec: 308,453 | mfu: 8.6% | epoch: 1 | remaining: 247s    
step 00073 (17.5%) | loss: 5.365509 | lrm: 1.00 | dt: 850ms | tok/sec: 308,431 | mfu: 8.6% | epoch: 1 | remaining: 247s    
step 00074 (17.8%) | loss: 5.362421 | lrm: 1.00 | dt: 850ms | tok/sec: 308,378 | mfu: 8.6% | epoch: 1 | remaining: 246s    
step 00075 (18.1%) | loss: 5.346119 | lrm: 1.00 | dt: 850ms | tok/sec: 308,447 | mfu: 8.6% | epoch: 1 | remaining: 245s    
step 00076 (18.4%) | loss: 5.327655 | lrm: 1.00 | dt: 851ms | tok/sec: 308,131 | mfu: 8.6% | epoch: 1 | remaining: 244s    
step 00077 (18.7%) | loss: 5.315114 | lrm: 1.00 | dt: 850ms | tok/sec: 308,273 | mfu: 8.6% | epoch: 1 | remaining: 243s    
step 00078 (19.0%) | loss: 5.296213 | lrm: 1.00 | dt: 850ms | tok/sec: 308,344 | mfu: 8.6% | epoch: 1 | remaining: 242s    
step 00079 (19.2%) | loss: 5.281140 | lrm: 1.00 | dt: 850ms | tok/sec: 308,242 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00080 (19.5%) | loss: 5.266584 | lrm: 1.00 | dt: 850ms | tok/sec: 308,302 | mfu: 8.6% | epoch: 1 | remaining: 241s    
step 00081 (19.8%) | loss: 5.248095 | lrm: 1.00 | dt: 850ms | tok/sec: 308,242 | mfu: 8.6% | epoch: 1 | remaining: 240s    
step 00082 (20.1%) | loss: 5.228874 | lrm: 1.00 | dt: 850ms | tok/sec: 308,385 | mfu: 8.6% | epoch: 1 | remaining: 239s    
step 00083 (20.4%) | loss: 5.204836 | lrm: 1.00 | dt: 850ms | tok/sec: 308,271 | mfu: 8.6% | epoch: 1 | remaining: 238s    
step 00084 (20.7%) | loss: 5.195695 | lrm: 1.00 | dt: 850ms | tok/sec: 308,387 | mfu: 8.6% | epoch: 1 | remaining: 237s    
step 00085 (20.9%) | loss: 5.181759 | lrm: 1.00 | dt: 852ms | tok/sec: 307,730 | mfu: 8.6% | epoch: 1 | remaining: 236s    
step 00086 (21.2%) | loss: 5.170038 | lrm: 1.00 | dt: 850ms | tok/sec: 308,242 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00087 (21.5%) | loss: 5.163805 | lrm: 1.00 | dt: 851ms | tok/sec: 308,202 | mfu: 8.6% | epoch: 1 | remaining: 235s    
step 00088 (21.8%) | loss: 5.155395 | lrm: 1.00 | dt: 851ms | tok/sec: 308,058 | mfu: 8.6% | epoch: 1 | remaining: 234s    
step 00089 (22.1%) | loss: 5.144986 | lrm: 1.00 | dt: 850ms | tok/sec: 308,462 | mfu: 8.6% | epoch: 1 | remaining: 233s    
step 00090 (22.4%) | loss: 5.130700 | lrm: 1.00 | dt: 850ms | tok/sec: 308,444 | mfu: 8.6% | epoch: 1 | remaining: 232s    
step 00091 (22.6%) | loss: 5.105136 | lrm: 1.00 | dt: 850ms | tok/sec: 308,398 | mfu: 8.6% | epoch: 1 | remaining: 231s    
step 00092 (22.9%) | loss: 5.096169 | lrm: 1.00 | dt: 850ms | tok/sec: 308,390 | mfu: 8.6% | epoch: 1 | remaining: 230s    
step 00093 (23.2%) | loss: 5.079909 | lrm: 1.00 | dt: 850ms | tok/sec: 308,486 | mfu: 8.6% | epoch: 1 | remaining: 230s    
step 00094 (23.5%) | loss: 5.073544 | lrm: 1.00 | dt: 850ms | tok/sec: 308,504 | mfu: 8.6% | epoch: 1 | remaining: 229s    
step 00095 (23.8%) | loss: 5.066323 | lrm: 1.00 | dt: 850ms | tok/sec: 308,444 | mfu: 8.6% | epoch: 1 | remaining: 228s    
step 00096 (24.1%) | loss: 5.053086 | lrm: 1.00 | dt: 850ms | tok/sec: 308,390 | mfu: 8.6% | epoch: 1 | remaining: 227s    
step 00097 (24.3%) | loss: 5.035112 | lrm: 1.00 | dt: 851ms | tok/sec: 308,056 | mfu: 8.6% | epoch: 1 | remaining: 226s    
step 00098 (24.6%) | loss: 5.028387 | lrm: 1.00 | dt: 851ms | tok/sec: 308,132 | mfu: 8.6% | epoch: 1 | remaining: 225s    
step 00099 (24.9%) | loss: 5.014370 | lrm: 1.00 | dt: 850ms | tok/sec: 308,420 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00100 (25.2%) | loss: 5.000774 | lrm: 1.00 | dt: 851ms | tok/sec: 308,168 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00101 (25.5%) | loss: 4.986825 | lrm: 1.00 | dt: 852ms | tok/sec: 307,781 | mfu: 8.6% | epoch: 1 | remaining: 223s    
step 00102 (25.8%) | loss: 4.977871 | lrm: 1.00 | dt: 850ms | tok/sec: 308,456 | mfu: 8.6% | epoch: 1 | remaining: 222s    
step 00103 (26.1%) | loss: 4.965476 | lrm: 1.00 | dt: 850ms | tok/sec: 308,408 | mfu: 8.6% | epoch: 1 | remaining: 221s    
step 00104 (26.3%) | loss: 4.955098 | lrm: 1.00 | dt: 850ms | tok/sec: 308,473 | mfu: 8.6% | epoch: 1 | remaining: 220s    
step 00105 (26.6%) | loss: 4.948127 | lrm: 1.00 | dt: 850ms | tok/sec: 308,419 | mfu: 8.6% | epoch: 1 | remaining: 219s    
step 00106 (26.9%) | loss: 4.934753 | lrm: 1.00 | dt: 850ms | tok/sec: 308,305 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00107 (27.2%) | loss: 4.925239 | lrm: 1.00 | dt: 850ms | tok/sec: 308,363 | mfu: 8.6% | epoch: 1 | remaining: 218s    
step 00108 (27.5%) | loss: 4.920337 | lrm: 1.00 | dt: 850ms | tok/sec: 308,373 | mfu: 8.6% | epoch: 1 | remaining: 217s    
step 00109 (27.8%) | loss: 4.899873 | lrm: 1.00 | dt: 850ms | tok/sec: 308,412 | mfu: 8.6% | epoch: 1 | remaining: 216s    
step 00110 (28.0%) | loss: 4.902776 | lrm: 1.00 | dt: 851ms | tok/sec: 308,062 | mfu: 8.6% | epoch: 1 | remaining: 215s    
step 00111 (28.3%) | loss: 4.894987 | lrm: 1.00 | dt: 850ms | tok/sec: 308,344 | mfu: 8.6% | epoch: 1 | remaining: 214s    
step 00112 (28.6%) | loss: 4.886803 | lrm: 1.00 | dt: 851ms | tok/sec: 308,164 | mfu: 8.6% | epoch: 1 | remaining: 213s    
step 00113 (28.9%) | loss: 4.877634 | lrm: 1.00 | dt: 850ms | tok/sec: 308,355 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00114 (29.2%) | loss: 4.870392 | lrm: 1.00 | dt: 850ms | tok/sec: 308,335 | mfu: 8.6% | epoch: 1 | remaining: 212s    
step 00115 (29.5%) | loss: 4.870029 | lrm: 1.00 | dt: 850ms | tok/sec: 308,489 | mfu: 8.6% | epoch: 1 | remaining: 211s    
step 00116 (29.7%) | loss: 4.862908 | lrm: 1.00 | dt: 852ms | tok/sec: 307,698 | mfu: 8.6% | epoch: 1 | remaining: 210s    
step 00117 (30.0%) | loss: 4.871916 | lrm: 1.00 | dt: 850ms | tok/sec: 308,316 | mfu: 8.6% | epoch: 1 | remaining: 209s    
step 00118 (30.3%) | loss: 4.862443 | lrm: 1.00 | dt: 850ms | tok/sec: 308,302 | mfu: 8.6% | epoch: 1 | remaining: 208s    
step 00119 (30.6%) | loss: 4.853543 | lrm: 0.99 | dt: 850ms | tok/sec: 308,263 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00120 (30.9%) | loss: 4.830403 | lrm: 0.99 | dt: 850ms | tok/sec: 308,367 | mfu: 8.6% | epoch: 1 | remaining: 207s    
step 00121 (31.2%) | loss: 4.817710 | lrm: 0.98 | dt: 850ms | tok/sec: 308,468 | mfu: 8.6% | epoch: 1 | remaining: 206s    
step 00122 (31.4%) | loss: 4.811179 | lrm: 0.98 | dt: 850ms | tok/sec: 308,362 | mfu: 8.6% | epoch: 1 | remaining: 205s    
step 00123 (31.7%) | loss: 4.801162 | lrm: 0.98 | dt: 850ms | tok/sec: 308,437 | mfu: 8.6% | epoch: 1 | remaining: 204s    
step 00124 (32.0%) | loss: 4.793682 | lrm: 0.97 | dt: 850ms | tok/sec: 308,465 | mfu: 8.6% | epoch: 1 | remaining: 203s    
step 00125 (32.3%) | loss: 4.780209 | lrm: 0.97 | dt: 850ms | tok/sec: 308,249 | mfu: 8.6% | epoch: 1 | remaining: 202s    
step 00126 (32.6%) | loss: 4.769877 | lrm: 0.96 | dt: 850ms | tok/sec: 308,223 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00127 (32.9%) | loss: 4.751927 | lrm: 0.96 | dt: 850ms | tok/sec: 308,539 | mfu: 8.6% | epoch: 1 | remaining: 201s    
step 00128 (33.1%) | loss: 4.732655 | lrm: 0.96 | dt: 851ms | tok/sec: 308,191 | mfu: 8.6% | epoch: 1 | remaining: 200s    
step 00129 (33.4%) | loss: 4.727333 | lrm: 0.95 | dt: 850ms | tok/sec: 308,524 | mfu: 8.6% | epoch: 1 | remaining: 199s    
step 00130 (33.7%) | loss: 4.722005 | lrm: 0.95 | dt: 850ms | tok/sec: 308,469 | mfu: 8.6% | epoch: 1 | remaining: 198s    
step 00131 (34.0%) | loss: 4.712169 | lrm: 0.94 | dt: 850ms | tok/sec: 308,400 | mfu: 8.6% | epoch: 1 | remaining: 197s    
step 00132 (34.3%) | loss: 4.703178 | lrm: 0.94 | dt: 850ms | tok/sec: 308,372 | mfu: 8.6% | epoch: 1 | remaining: 196s    
step 00133 (34.6%) | loss: 4.687198 | lrm: 0.93 | dt: 850ms | tok/sec: 308,391 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00134 (34.8%) | loss: 4.672425 | lrm: 0.93 | dt: 850ms | tok/sec: 308,350 | mfu: 8.6% | epoch: 1 | remaining: 195s    
step 00135 (35.1%) | loss: 4.676741 | lrm: 0.93 | dt: 850ms | tok/sec: 308,449 | mfu: 8.6% | epoch: 1 | remaining: 194s    
step 00136 (35.4%) | loss: 4.675240 | lrm: 0.92 | dt: 851ms | tok/sec: 308,013 | mfu: 8.6% | epoch: 1 | remaining: 193s    
step 00137 (35.7%) | loss: 4.661654 | lrm: 0.92 | dt: 852ms | tok/sec: 307,784 | mfu: 8.6% | epoch: 1 | remaining: 192s    
step 00138 (36.0%) | loss: 4.647149 | lrm: 0.91 | dt: 852ms | tok/sec: 307,850 | mfu: 8.6% | epoch: 1 | remaining: 191s    
step 00139 (36.3%) | loss: 4.639471 | lrm: 0.91 | dt: 850ms | tok/sec: 308,364 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00140 (36.5%) | loss: 4.632792 | lrm: 0.91 | dt: 850ms | tok/sec: 308,398 | mfu: 8.6% | epoch: 1 | remaining: 190s    
step 00141 (36.8%) | loss: 4.629186 | lrm: 0.90 | dt: 850ms | tok/sec: 308,344 | mfu: 8.6% | epoch: 1 | remaining: 189s    
step 00142 (37.1%) | loss: 4.624980 | lrm: 0.90 | dt: 851ms | tok/sec: 307,993 | mfu: 8.6% | epoch: 1 | remaining: 188s    
step 00143 (37.4%) | loss: 4.628669 | lrm: 0.89 | dt: 854ms | tok/sec: 306,806 | mfu: 8.6% | epoch: 1 | remaining: 187s    
step 00144 (37.7%) | loss: 4.623207 | lrm: 0.89 | dt: 851ms | tok/sec: 308,114 | mfu: 8.6% | epoch: 1 | remaining: 186s    
step 00145 (38.0%) | loss: 4.610556 | lrm: 0.89 | dt: 850ms | tok/sec: 308,291 | mfu: 8.6% | epoch: 1 | remaining: 185s    
step 00146 (38.2%) | loss: 4.597944 | lrm: 0.88 | dt: 850ms | tok/sec: 308,378 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00147 (38.5%) | loss: 4.595657 | lrm: 0.88 | dt: 850ms | tok/sec: 308,369 | mfu: 8.6% | epoch: 1 | remaining: 184s    
step 00148 (38.8%) | loss: 4.603157 | lrm: 0.87 | dt: 850ms | tok/sec: 308,315 | mfu: 8.6% | epoch: 1 | remaining: 183s    
step 00149 (39.1%) | loss: 4.590377 | lrm: 0.87 | dt: 850ms | tok/sec: 308,439 | mfu: 8.6% | epoch: 1 | remaining: 182s    
step 00150 (39.4%) | loss: 4.576294 | lrm: 0.87 | dt: 850ms | tok/sec: 308,346 | mfu: 8.6% | epoch: 1 | remaining: 181s    
