Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.5, audio=4.0
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927722 | lrm: 1.00 | dt: 8712ms | tok/sec: 30,089 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.038300 | lrm: 1.00 | dt: 844ms | tok/sec: 310,482 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.908337 | lrm: 1.00 | dt: 845ms | tok/sec: 310,331 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.545342 | lrm: 1.00 | dt: 847ms | tok/sec: 309,476 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.228444 | lrm: 1.00 | dt: 847ms | tok/sec: 309,628 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.913380 | lrm: 1.00 | dt: 847ms | tok/sec: 309,487 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.665561 | lrm: 1.00 | dt: 846ms | tok/sec: 309,873 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.430452 | lrm: 1.00 | dt: 846ms | tok/sec: 309,762 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.254224 | lrm: 1.00 | dt: 846ms | tok/sec: 309,748 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.069651 | lrm: 1.00 | dt: 846ms | tok/sec: 309,815 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.956119 | lrm: 1.00 | dt: 851ms | tok/sec: 307,953 | mfu: 8.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.788871 | lrm: 1.00 | dt: 847ms | tok/sec: 309,626 | mfu: 8.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.655446 | lrm: 1.00 | dt: 848ms | tok/sec: 309,295 | mfu: 8.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.528357 | lrm: 1.00 | dt: 850ms | tok/sec: 308,559 | mfu: 8.6% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.427571 | lrm: 1.00 | dt: 847ms | tok/sec: 309,678 | mfu: 8.7% | epoch: 1 | remaining: 297s    
step 00033 (6.2%) | loss: 6.509415 | lrm: 1.00 | dt: 848ms | tok/sec: 309,224 | mfu: 8.7% | epoch: 1 | remaining: 281s    
step 00034 (6.5%) | loss: 6.499696 | lrm: 1.00 | dt: 848ms | tok/sec: 309,140 | mfu: 8.6% | epoch: 1 | remaining: 280s    
step 00035 (6.8%) | loss: 6.486866 | lrm: 1.00 | dt: 848ms | tok/sec: 309,126 | mfu: 8.6% | epoch: 1 | remaining: 279s    
step 00036 (7.1%) | loss: 6.473708 | lrm: 1.00 | dt: 848ms | tok/sec: 309,153 | mfu: 8.6% | epoch: 1 | remaining: 278s    
step 00037 (7.3%) | loss: 6.461181 | lrm: 1.00 | dt: 848ms | tok/sec: 309,155 | mfu: 8.6% | epoch: 1 | remaining: 277s    
step 00038 (7.6%) | loss: 6.440199 | lrm: 1.00 | dt: 850ms | tok/sec: 308,580 | mfu: 8.6% | epoch: 1 | remaining: 276s    
step 00039 (7.9%) | loss: 6.424135 | lrm: 1.00 | dt: 848ms | tok/sec: 309,066 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00040 (8.2%) | loss: 6.407024 | lrm: 1.00 | dt: 848ms | tok/sec: 309,036 | mfu: 8.6% | epoch: 1 | remaining: 275s    
step 00041 (8.5%) | loss: 6.395089 | lrm: 1.00 | dt: 849ms | tok/sec: 308,913 | mfu: 8.6% | epoch: 1 | remaining: 274s    
step 00042 (8.8%) | loss: 6.387138 | lrm: 1.00 | dt: 848ms | tok/sec: 308,963 | mfu: 8.6% | epoch: 1 | remaining: 273s    
step 00043 (9.0%) | loss: 6.369053 | lrm: 1.00 | dt: 849ms | tok/sec: 308,745 | mfu: 8.6% | epoch: 1 | remaining: 272s    
step 00044 (9.3%) | loss: 6.363583 | lrm: 1.00 | dt: 849ms | tok/sec: 308,600 | mfu: 8.6% | epoch: 1 | remaining: 271s    
step 00045 (9.6%) | loss: 6.354816 | lrm: 1.00 | dt: 849ms | tok/sec: 308,814 | mfu: 8.6% | epoch: 1 | remaining: 270s    
step 00046 (9.9%) | loss: 6.330103 | lrm: 1.00 | dt: 849ms | tok/sec: 308,911 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00047 (10.2%) | loss: 6.315199 | lrm: 1.00 | dt: 850ms | tok/sec: 308,387 | mfu: 8.6% | epoch: 1 | remaining: 269s    
step 00048 (10.5%) | loss: 6.299984 | lrm: 1.00 | dt: 849ms | tok/sec: 308,855 | mfu: 8.6% | epoch: 1 | remaining: 268s    
step 00049 (10.7%) | loss: 6.295358 | lrm: 1.00 | dt: 849ms | tok/sec: 308,837 | mfu: 8.6% | epoch: 1 | remaining: 267s    
step 00050 (11.0%) | loss: 6.285048 | lrm: 1.00 | dt: 849ms | tok/sec: 308,657 | mfu: 8.6% | epoch: 1 | remaining: 266s    
step 00051 (11.3%) | loss: 6.276806 | lrm: 1.00 | dt: 849ms | tok/sec: 308,591 | mfu: 8.6% | epoch: 1 | remaining: 265s    
step 00052 (11.6%) | loss: 6.268870 | lrm: 1.00 | dt: 849ms | tok/sec: 308,661 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00053 (11.9%) | loss: 6.257138 | lrm: 1.00 | dt: 850ms | tok/sec: 308,380 | mfu: 8.6% | epoch: 1 | remaining: 264s    
step 00054 (12.2%) | loss: 6.241121 | lrm: 1.00 | dt: 849ms | tok/sec: 308,782 | mfu: 8.6% | epoch: 1 | remaining: 263s    
step 00055 (12.4%) | loss: 6.226281 | lrm: 1.00 | dt: 849ms | tok/sec: 308,734 | mfu: 8.6% | epoch: 1 | remaining: 262s    
step 00056 (12.7%) | loss: 6.216694 | lrm: 1.00 | dt: 849ms | tok/sec: 308,602 | mfu: 8.6% | epoch: 1 | remaining: 261s    
step 00057 (13.0%) | loss: 6.205297 | lrm: 1.00 | dt: 849ms | tok/sec: 308,674 | mfu: 8.6% | epoch: 1 | remaining: 260s    
step 00058 (13.3%) | loss: 6.194599 | lrm: 1.00 | dt: 850ms | tok/sec: 308,580 | mfu: 8.6% | epoch: 1 | remaining: 259s    
step 00059 (13.6%) | loss: 6.179719 | lrm: 1.00 | dt: 849ms | tok/sec: 308,709 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00060 (13.9%) | loss: 6.166483 | lrm: 1.00 | dt: 850ms | tok/sec: 308,468 | mfu: 8.6% | epoch: 1 | remaining: 258s    
step 00061 (14.1%) | loss: 6.152287 | lrm: 1.00 | dt: 849ms | tok/sec: 308,711 | mfu: 8.6% | epoch: 1 | remaining: 257s    
step 00062 (14.4%) | loss: 6.140918 | lrm: 1.00 | dt: 850ms | tok/sec: 308,585 | mfu: 8.6% | epoch: 1 | remaining: 256s    
step 00063 (14.7%) | loss: 6.149665 | lrm: 1.00 | dt: 849ms | tok/sec: 308,854 | mfu: 8.6% | epoch: 1 | remaining: 255s    
step 00064 (15.0%) | loss: 6.143491 | lrm: 1.00 | dt: 849ms | tok/sec: 308,867 | mfu: 8.6% | epoch: 1 | remaining: 254s    
step 00065 (15.3%) | loss: 6.163480 | lrm: 1.00 | dt: 847ms | tok/sec: 309,408 | mfu: 8.7% | epoch: 1 | remaining: 253s    
step 00066 (15.6%) | loss: 6.183136 | lrm: 1.00 | dt: 847ms | tok/sec: 309,577 | mfu: 8.7% | epoch: 1 | remaining: 253s    
step 00067 (15.8%) | loss: 6.210494 | lrm: 1.00 | dt: 847ms | tok/sec: 309,638 | mfu: 8.7% | epoch: 1 | remaining: 252s    
step 00068 (16.1%) | loss: 6.228172 | lrm: 1.00 | dt: 847ms | tok/sec: 309,567 | mfu: 8.7% | epoch: 1 | remaining: 251s    
step 00069 (16.4%) | loss: 6.245245 | lrm: 1.00 | dt: 848ms | tok/sec: 309,229 | mfu: 8.7% | epoch: 1 | remaining: 250s    
step 00070 (16.7%) | loss: 6.256827 | lrm: 1.00 | dt: 847ms | tok/sec: 309,560 | mfu: 8.7% | epoch: 1 | remaining: 249s    
step 00071 (17.0%) | loss: 6.261572 | lrm: 1.00 | dt: 847ms | tok/sec: 309,509 | mfu: 8.7% | epoch: 1 | remaining: 248s    
step 00072 (17.2%) | loss: 6.262971 | lrm: 1.00 | dt: 847ms | tok/sec: 309,629 | mfu: 8.7% | epoch: 1 | remaining: 247s    
step 00073 (17.5%) | loss: 6.271881 | lrm: 1.00 | dt: 847ms | tok/sec: 309,499 | mfu: 8.7% | epoch: 1 | remaining: 247s    
step 00074 (17.8%) | loss: 6.286782 | lrm: 1.00 | dt: 847ms | tok/sec: 309,503 | mfu: 8.7% | epoch: 1 | remaining: 246s    
step 00075 (18.1%) | loss: 6.299312 | lrm: 1.00 | dt: 847ms | tok/sec: 309,550 | mfu: 8.7% | epoch: 1 | remaining: 245s    
step 00076 (18.4%) | loss: 6.305685 | lrm: 1.00 | dt: 847ms | tok/sec: 309,576 | mfu: 8.7% | epoch: 1 | remaining: 244s    
step 00077 (18.7%) | loss: 6.314737 | lrm: 1.00 | dt: 847ms | tok/sec: 309,532 | mfu: 8.7% | epoch: 1 | remaining: 243s    
step 00078 (18.9%) | loss: 6.312405 | lrm: 1.00 | dt: 847ms | tok/sec: 309,527 | mfu: 8.7% | epoch: 1 | remaining: 242s    
step 00079 (19.2%) | loss: 6.307686 | lrm: 1.00 | dt: 847ms | tok/sec: 309,537 | mfu: 8.7% | epoch: 1 | remaining: 241s    
step 00080 (19.5%) | loss: 6.301585 | lrm: 1.00 | dt: 847ms | tok/sec: 309,476 | mfu: 8.7% | epoch: 1 | remaining: 241s    
step 00081 (19.8%) | loss: 6.303099 | lrm: 1.00 | dt: 847ms | tok/sec: 309,495 | mfu: 8.7% | epoch: 1 | remaining: 240s    
step 00082 (20.1%) | loss: 6.298350 | lrm: 1.00 | dt: 847ms | tok/sec: 309,525 | mfu: 8.7% | epoch: 1 | remaining: 239s    
step 00083 (20.3%) | loss: 6.298326 | lrm: 1.00 | dt: 847ms | tok/sec: 309,540 | mfu: 8.7% | epoch: 1 | remaining: 238s    
step 00084 (20.6%) | loss: 6.308705 | lrm: 1.00 | dt: 847ms | tok/sec: 309,381 | mfu: 8.7% | epoch: 1 | remaining: 237s    
step 00085 (20.9%) | loss: 6.310737 | lrm: 1.00 | dt: 849ms | tok/sec: 308,841 | mfu: 8.6% | epoch: 1 | remaining: 236s    
step 00086 (21.2%) | loss: 6.323996 | lrm: 1.00 | dt: 847ms | tok/sec: 309,533 | mfu: 8.7% | epoch: 1 | remaining: 236s    
step 00087 (21.5%) | loss: 6.315847 | lrm: 1.00 | dt: 847ms | tok/sec: 309,513 | mfu: 8.7% | epoch: 1 | remaining: 235s    
step 00088 (21.8%) | loss: 6.310112 | lrm: 1.00 | dt: 847ms | tok/sec: 309,495 | mfu: 8.7% | epoch: 1 | remaining: 234s    
step 00089 (22.0%) | loss: 6.308788 | lrm: 1.00 | dt: 847ms | tok/sec: 309,518 | mfu: 8.7% | epoch: 1 | remaining: 233s    
step 00090 (22.3%) | loss: 6.311009 | lrm: 1.00 | dt: 847ms | tok/sec: 309,457 | mfu: 8.7% | epoch: 1 | remaining: 232s    
step 00091 (22.6%) | loss: 6.303347 | lrm: 1.00 | dt: 847ms | tok/sec: 309,512 | mfu: 8.7% | epoch: 1 | remaining: 231s    
step 00092 (22.9%) | loss: 6.293858 | lrm: 1.00 | dt: 847ms | tok/sec: 309,538 | mfu: 8.7% | epoch: 1 | remaining: 230s    
step 00093 (23.2%) | loss: 6.283782 | lrm: 1.00 | dt: 847ms | tok/sec: 309,444 | mfu: 8.7% | epoch: 1 | remaining: 230s    
step 00094 (23.5%) | loss: 6.276705 | lrm: 1.00 | dt: 847ms | tok/sec: 309,473 | mfu: 8.7% | epoch: 1 | remaining: 229s    
step 00095 (23.7%) | loss: 6.277073 | lrm: 1.00 | dt: 847ms | tok/sec: 309,434 | mfu: 8.7% | epoch: 1 | remaining: 228s    
step 00096 (24.0%) | loss: 6.264333 | lrm: 1.00 | dt: 848ms | tok/sec: 309,271 | mfu: 8.7% | epoch: 1 | remaining: 227s    
step 00097 (24.3%) | loss: 6.257851 | lrm: 1.00 | dt: 848ms | tok/sec: 309,103 | mfu: 8.6% | epoch: 1 | remaining: 226s    
step 00098 (24.6%) | loss: 6.267012 | lrm: 1.00 | dt: 847ms | tok/sec: 309,522 | mfu: 8.7% | epoch: 1 | remaining: 225s    
step 00099 (24.9%) | loss: 6.261499 | lrm: 1.00 | dt: 847ms | tok/sec: 309,466 | mfu: 8.7% | epoch: 1 | remaining: 225s    
step 00100 (25.2%) | loss: 6.262289 | lrm: 1.00 | dt: 849ms | tok/sec: 308,902 | mfu: 8.6% | epoch: 1 | remaining: 224s    
step 00101 (25.4%) | loss: 6.249968 | lrm: 1.00 | dt: 847ms | tok/sec: 309,495 | mfu: 8.7% | epoch: 1 | remaining: 223s    
step 00102 (25.7%) | loss: 6.237321 | lrm: 1.00 | dt: 847ms | tok/sec: 309,521 | mfu: 8.7% | epoch: 1 | remaining: 222s    
step 00103 (26.0%) | loss: 6.226588 | lrm: 1.00 | dt: 847ms | tok/sec: 309,430 | mfu: 8.7% | epoch: 1 | remaining: 221s    
step 00104 (26.3%) | loss: 6.215813 | lrm: 1.00 | dt: 847ms | tok/sec: 309,482 | mfu: 8.7% | epoch: 1 | remaining: 220s    
step 00105 (26.6%) | loss: 6.220825 | lrm: 1.00 | dt: 847ms | tok/sec: 309,471 | mfu: 8.7% | epoch: 1 | remaining: 219s    
step 00106 (26.8%) | loss: 6.215299 | lrm: 1.00 | dt: 847ms | tok/sec: 309,482 | mfu: 8.7% | epoch: 1 | remaining: 219s    
step 00107 (27.1%) | loss: 6.209025 | lrm: 1.00 | dt: 847ms | tok/sec: 309,433 | mfu: 8.7% | epoch: 1 | remaining: 218s    
step 00108 (27.4%) | loss: 6.201092 | lrm: 1.00 | dt: 847ms | tok/sec: 309,533 | mfu: 8.7% | epoch: 1 | remaining: 217s    
step 00109 (27.7%) | loss: 6.195876 | lrm: 1.00 | dt: 847ms | tok/sec: 309,409 | mfu: 8.7% | epoch: 1 | remaining: 216s    
step 00110 (28.0%) | loss: 6.189813 | lrm: 1.00 | dt: 847ms | tok/sec: 309,391 | mfu: 8.7% | epoch: 1 | remaining: 215s    
step 00111 (28.3%) | loss: 6.183039 | lrm: 1.00 | dt: 847ms | tok/sec: 309,391 | mfu: 8.7% | epoch: 1 | remaining: 214s    
step 00112 (28.5%) | loss: 6.174172 | lrm: 1.00 | dt: 847ms | tok/sec: 309,483 | mfu: 8.7% | epoch: 1 | remaining: 214s    
step 00113 (28.8%) | loss: 6.161077 | lrm: 1.00 | dt: 847ms | tok/sec: 309,501 | mfu: 8.7% | epoch: 1 | remaining: 213s    
step 00114 (29.1%) | loss: 6.164125 | lrm: 1.00 | dt: 847ms | tok/sec: 309,529 | mfu: 8.7% | epoch: 1 | remaining: 212s    
step 00115 (29.4%) | loss: 6.165442 | lrm: 1.00 | dt: 847ms | tok/sec: 309,563 | mfu: 8.7% | epoch: 1 | remaining: 211s    
step 00116 (29.7%) | loss: 6.172022 | lrm: 1.00 | dt: 848ms | tok/sec: 309,071 | mfu: 8.6% | epoch: 1 | remaining: 210s    
step 00117 (30.0%) | loss: 6.174723 | lrm: 1.00 | dt: 847ms | tok/sec: 309,474 | mfu: 8.7% | epoch: 1 | remaining: 209s    
step 00118 (30.2%) | loss: 6.170181 | lrm: 1.00 | dt: 847ms | tok/sec: 309,510 | mfu: 8.7% | epoch: 1 | remaining: 208s    
step 00119 (30.5%) | loss: 6.163147 | lrm: 0.99 | dt: 848ms | tok/sec: 309,259 | mfu: 8.7% | epoch: 1 | remaining: 208s    
step 00120 (30.8%) | loss: 6.149670 | lrm: 0.99 | dt: 847ms | tok/sec: 309,453 | mfu: 8.7% | epoch: 1 | remaining: 207s    
step 00121 (31.1%) | loss: 6.146245 | lrm: 0.98 | dt: 847ms | tok/sec: 309,510 | mfu: 8.7% | epoch: 1 | remaining: 206s    
step 00122 (31.4%) | loss: 6.135839 | lrm: 0.98 | dt: 847ms | tok/sec: 309,477 | mfu: 8.7% | epoch: 1 | remaining: 205s    
step 00123 (31.6%) | loss: 6.128810 | lrm: 0.98 | dt: 847ms | tok/sec: 309,562 | mfu: 8.7% | epoch: 1 | remaining: 204s    
step 00124 (31.9%) | loss: 6.122091 | lrm: 0.97 | dt: 847ms | tok/sec: 309,409 | mfu: 8.7% | epoch: 1 | remaining: 203s    
step 00125 (32.2%) | loss: 6.107213 | lrm: 0.97 | dt: 847ms | tok/sec: 309,522 | mfu: 8.7% | epoch: 1 | remaining: 203s    
step 00126 (32.5%) | loss: nan | lrm: 0.96 | dt: 849ms | tok/sec: 308,929 | mfu: 8.6% | epoch: 1 | remaining: 202s    
step 00127 (32.8%) | loss: nan | lrm: 0.96 | dt: 836ms | tok/sec: 313,699 | mfu: 8.8% | epoch: 1 | remaining: 201s    
step 00128 (33.1%) | loss: nan | lrm: 0.96 | dt: 835ms | tok/sec: 313,761 | mfu: 8.8% | epoch: 1 | remaining: 200s    
step 00129 (33.3%) | loss: nan | lrm: 0.95 | dt: 836ms | tok/sec: 313,734 | mfu: 8.8% | epoch: 1 | remaining: 199s    
step 00130 (33.6%) | loss: nan | lrm: 0.95 | dt: 835ms | tok/sec: 313,861 | mfu: 8.8% | epoch: 1 | remaining: 198s    
step 00131 (33.9%) | loss: nan | lrm: 0.94 | dt: 835ms | tok/sec: 313,825 | mfu: 8.8% | epoch: 1 | remaining: 197s    
step 00132 (34.2%) | loss: nan | lrm: 0.94 | dt: 835ms | tok/sec: 313,773 | mfu: 8.8% | epoch: 1 | remaining: 197s    
step 00133 (34.4%) | loss: nan | lrm: 0.94 | dt: 835ms | tok/sec: 313,783 | mfu: 8.8% | epoch: 1 | remaining: 196s    
step 00134 (34.7%) | loss: nan | lrm: 0.93 | dt: 836ms | tok/sec: 313,679 | mfu: 8.8% | epoch: 1 | remaining: 195s    
step 00135 (35.0%) | loss: nan | lrm: 0.93 | dt: 836ms | tok/sec: 313,672 | mfu: 8.8% | epoch: 1 | remaining: 194s    
step 00136 (35.3%) | loss: nan | lrm: 0.92 | dt: 836ms | tok/sec: 313,566 | mfu: 8.8% | epoch: 1 | remaining: 193s    
step 00137 (35.6%) | loss: nan | lrm: 0.92 | dt: 835ms | tok/sec: 313,845 | mfu: 8.8% | epoch: 1 | remaining: 192s    
step 00138 (35.8%) | loss: nan | lrm: 0.92 | dt: 837ms | tok/sec: 313,210 | mfu: 8.8% | epoch: 1 | remaining: 192s    
step 00139 (36.1%) | loss: nan | lrm: 0.91 | dt: 835ms | tok/sec: 313,944 | mfu: 8.8% | epoch: 1 | remaining: 191s    
step 00140 (36.4%) | loss: nan | lrm: 0.91 | dt: 835ms | tok/sec: 313,893 | mfu: 8.8% | epoch: 1 | remaining: 190s    
step 00141 (36.7%) | loss: nan | lrm: 0.90 | dt: 835ms | tok/sec: 313,960 | mfu: 8.8% | epoch: 1 | remaining: 189s    
step 00142 (37.0%) | loss: nan | lrm: 0.90 | dt: 835ms | tok/sec: 313,897 | mfu: 8.8% | epoch: 1 | remaining: 188s    
step 00143 (37.2%) | loss: nan | lrm: 0.90 | dt: 835ms | tok/sec: 313,889 | mfu: 8.8% | epoch: 1 | remaining: 187s    
step 00144 (37.5%) | loss: nan | lrm: 0.89 | dt: 835ms | tok/sec: 313,909 | mfu: 8.8% | epoch: 1 | remaining: 187s    
step 00145 (37.8%) | loss: nan | lrm: 0.89 | dt: 835ms | tok/sec: 313,899 | mfu: 8.8% | epoch: 1 | remaining: 186s    
step 00146 (38.1%) | loss: nan | lrm: 0.88 | dt: 835ms | tok/sec: 313,939 | mfu: 8.8% | epoch: 1 | remaining: 185s    
step 00147 (38.3%) | loss: nan | lrm: 0.88 | dt: 836ms | tok/sec: 313,629 | mfu: 8.8% | epoch: 1 | remaining: 184s    
step 00148 (38.6%) | loss: nan | lrm: 0.88 | dt: 835ms | tok/sec: 313,989 | mfu: 8.8% | epoch: 1 | remaining: 183s    
step 00149 (38.9%) | loss: nan | lrm: 0.87 | dt: 835ms | tok/sec: 314,000 | mfu: 8.8% | epoch: 1 | remaining: 182s    
step 00150 (39.2%) | loss: nan | lrm: 0.87 | dt: 835ms | tok/sec: 314,074 | mfu: 8.8% | epoch: 1 | remaining: 182s    
step 00151 (39.5%) | loss: nan | lrm: 0.86 | dt: 835ms | tok/sec: 314,030 | mfu: 8.8% | epoch: 1 | remaining: 181s    
step 00152 (39.7%) | loss: nan | lrm: 0.86 | dt: 836ms | tok/sec: 313,632 | mfu: 8.8% | epoch: 1 | remaining: 180s    
step 00153 (40.0%) | loss: nan | lrm: 0.86 | dt: 835ms | tok/sec: 314,036 | mfu: 8.8% | epoch: 1 | remaining: 179s    
step 00154 (40.3%) | loss: nan | lrm: 0.85 | dt: 835ms | tok/sec: 313,961 | mfu: 8.8% | epoch: 1 | remaining: 178s    
step 00155 (40.6%) | loss: nan | lrm: 0.85 | dt: 835ms | tok/sec: 314,017 | mfu: 8.8% | epoch: 1 | remaining: 177s    
step 00156 (40.9%) | loss: nan | lrm: 0.84 | dt: 835ms | tok/sec: 314,100 | mfu: 8.8% | epoch: 1 | remaining: 177s    
