[autoresearch/mar9 50760fa] exp61: dropout=0.0 with per-row WD
 1 file changed, 1 insertion(+), 1 deletion(-)
Vocab size: 20,482
Model config: {'sequence_len': 2048, 'vocab_size': 20482, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 10,486,784
  value_embeds            : 41,947,136
  lm_head                 : 10,486,784
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 88,087,056
Estimated FLOPs per token: 2.768333e+08
Per-row WD: text=0.0, audio=2.5
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.927778 | lrm: 1.00 | dt: 7413ms | tok/sec: 35,363 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 10.054619 | lrm: 1.00 | dt: 841ms | tok/sec: 311,815 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.834890 | lrm: 1.00 | dt: 841ms | tok/sec: 311,596 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.483795 | lrm: 1.00 | dt: 841ms | tok/sec: 311,716 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.178776 | lrm: 1.00 | dt: 841ms | tok/sec: 311,665 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.928908 | lrm: 1.00 | dt: 841ms | tok/sec: 311,735 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.730497 | lrm: 1.00 | dt: 841ms | tok/sec: 311,676 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.475773 | lrm: 1.00 | dt: 843ms | tok/sec: 311,149 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.269284 | lrm: 1.00 | dt: 843ms | tok/sec: 311,101 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.042116 | lrm: 1.00 | dt: 842ms | tok/sec: 311,403 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.872862 | lrm: 1.00 | dt: 846ms | tok/sec: 309,710 | mfu: 8.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.696494 | lrm: 1.00 | dt: 841ms | tok/sec: 311,537 | mfu: 8.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.545173 | lrm: 1.00 | dt: 842ms | tok/sec: 311,404 | mfu: 8.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.416728 | lrm: 1.00 | dt: 843ms | tok/sec: 310,809 | mfu: 8.7% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.309294 | lrm: 1.00 | dt: 843ms | tok/sec: 310,911 | mfu: 8.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 7.203358 | lrm: 1.00 | dt: 843ms | tok/sec: 311,042 | mfu: 8.7% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 7.103018 | lrm: 1.00 | dt: 843ms | tok/sec: 311,018 | mfu: 8.7% | epoch: 1 | remaining: 295s    
step 00038 (7.6%) | loss: 6.096697 | lrm: 1.00 | dt: 845ms | tok/sec: 310,406 | mfu: 8.7% | epoch: 1 | remaining: 276s    
step 00039 (7.9%) | loss: 6.068980 | lrm: 1.00 | dt: 845ms | tok/sec: 310,311 | mfu: 8.7% | epoch: 1 | remaining: 276s    
step 00040 (8.2%) | loss: 6.047787 | lrm: 1.00 | dt: 844ms | tok/sec: 310,480 | mfu: 8.7% | epoch: 1 | remaining: 275s    
step 00041 (8.4%) | loss: 6.024639 | lrm: 1.00 | dt: 844ms | tok/sec: 310,495 | mfu: 8.7% | epoch: 1 | remaining: 274s    
step 00042 (8.7%) | loss: 6.004255 | lrm: 1.00 | dt: 845ms | tok/sec: 310,405 | mfu: 8.7% | epoch: 1 | remaining: 273s    
step 00043 (9.0%) | loss: 5.976764 | lrm: 1.00 | dt: 844ms | tok/sec: 310,436 | mfu: 8.7% | epoch: 1 | remaining: 272s    
step 00044 (9.3%) | loss: 5.960070 | lrm: 1.00 | dt: 844ms | tok/sec: 310,501 | mfu: 8.7% | epoch: 1 | remaining: 271s    
step 00045 (9.6%) | loss: 5.942211 | lrm: 1.00 | dt: 845ms | tok/sec: 310,400 | mfu: 8.7% | epoch: 1 | remaining: 270s    
step 00046 (9.8%) | loss: 5.906507 | lrm: 1.00 | dt: 845ms | tok/sec: 310,394 | mfu: 8.7% | epoch: 1 | remaining: 270s    
step 00047 (10.1%) | loss: 5.874374 | lrm: 1.00 | dt: 845ms | tok/sec: 310,395 | mfu: 8.7% | epoch: 1 | remaining: 269s    
step 00048 (10.4%) | loss: 5.856292 | lrm: 1.00 | dt: 845ms | tok/sec: 310,294 | mfu: 8.7% | epoch: 1 | remaining: 268s    
step 00049 (10.7%) | loss: 5.843875 | lrm: 1.00 | dt: 845ms | tok/sec: 310,244 | mfu: 8.7% | epoch: 1 | remaining: 267s    
step 00050 (11.0%) | loss: 5.827416 | lrm: 1.00 | dt: 845ms | tok/sec: 310,306 | mfu: 8.7% | epoch: 1 | remaining: 266s    
step 00051 (11.3%) | loss: 5.808215 | lrm: 1.00 | dt: 844ms | tok/sec: 310,483 | mfu: 8.7% | epoch: 1 | remaining: 265s    
step 00052 (11.5%) | loss: 5.787723 | lrm: 1.00 | dt: 845ms | tok/sec: 310,337 | mfu: 8.7% | epoch: 1 | remaining: 265s    
step 00053 (11.8%) | loss: 5.758655 | lrm: 1.00 | dt: 845ms | tok/sec: 310,123 | mfu: 8.7% | epoch: 1 | remaining: 264s    
step 00054 (12.1%) | loss: 5.734341 | lrm: 1.00 | dt: 845ms | tok/sec: 310,354 | mfu: 8.7% | epoch: 1 | remaining: 263s    
step 00055 (12.4%) | loss: 5.715183 | lrm: 1.00 | dt: 845ms | tok/sec: 310,134 | mfu: 8.7% | epoch: 1 | remaining: 262s    
step 00056 (12.7%) | loss: 5.694623 | lrm: 1.00 | dt: 845ms | tok/sec: 310,046 | mfu: 8.7% | epoch: 1 | remaining: 261s    
step 00057 (12.9%) | loss: 5.670845 | lrm: 1.00 | dt: 845ms | tok/sec: 310,050 | mfu: 8.7% | epoch: 1 | remaining: 260s    
step 00058 (13.2%) | loss: 5.652013 | lrm: 1.00 | dt: 845ms | tok/sec: 310,406 | mfu: 8.7% | epoch: 1 | remaining: 259s    
step 00059 (13.5%) | loss: 5.621759 | lrm: 1.00 | dt: 845ms | tok/sec: 310,355 | mfu: 8.7% | epoch: 1 | remaining: 259s    
step 00060 (13.8%) | loss: 5.604762 | lrm: 1.00 | dt: 845ms | tok/sec: 310,139 | mfu: 8.7% | epoch: 1 | remaining: 258s    
step 00061 (14.1%) | loss: 5.590396 | lrm: 1.00 | dt: 845ms | tok/sec: 310,280 | mfu: 8.7% | epoch: 1 | remaining: 257s    
step 00062 (14.3%) | loss: 5.568303 | lrm: 1.00 | dt: 845ms | tok/sec: 310,218 | mfu: 8.7% | epoch: 1 | remaining: 256s    
step 00063 (14.6%) | loss: 5.544055 | lrm: 1.00 | dt: 845ms | tok/sec: 310,359 | mfu: 8.7% | epoch: 1 | remaining: 255s    
step 00064 (14.9%) | loss: 5.515009 | lrm: 1.00 | dt: 846ms | tok/sec: 309,816 | mfu: 8.7% | epoch: 1 | remaining: 254s    
step 00065 (15.2%) | loss: 5.483702 | lrm: 1.00 | dt: 845ms | tok/sec: 310,096 | mfu: 8.7% | epoch: 1 | remaining: 254s    
step 00066 (15.5%) | loss: 5.453641 | lrm: 1.00 | dt: 849ms | tok/sec: 308,941 | mfu: 8.6% | epoch: 1 | remaining: 253s    
step 00067 (15.8%) | loss: 5.445537 | lrm: 1.00 | dt: 846ms | tok/sec: 309,897 | mfu: 8.7% | epoch: 1 | remaining: 252s    
step 00068 (16.0%) | loss: 5.429222 | lrm: 1.00 | dt: 845ms | tok/sec: 310,274 | mfu: 8.7% | epoch: 1 | remaining: 251s    
step 00069 (16.3%) | loss: 5.408822 | lrm: 1.00 | dt: 845ms | tok/sec: 310,223 | mfu: 8.7% | epoch: 1 | remaining: 250s    
step 00070 (16.6%) | loss: 5.383485 | lrm: 1.00 | dt: 845ms | tok/sec: 310,394 | mfu: 8.7% | epoch: 1 | remaining: 249s    
step 00071 (16.9%) | loss: 5.355592 | lrm: 1.00 | dt: 845ms | tok/sec: 310,112 | mfu: 8.7% | epoch: 1 | remaining: 248s    
step 00072 (17.2%) | loss: 5.324204 | lrm: 1.00 | dt: 845ms | tok/sec: 310,275 | mfu: 8.7% | epoch: 1 | remaining: 248s    
step 00073 (17.4%) | loss: 5.311730 | lrm: 1.00 | dt: 845ms | tok/sec: 310,084 | mfu: 8.7% | epoch: 1 | remaining: 247s    
step 00074 (17.7%) | loss: 5.302006 | lrm: 1.00 | dt: 846ms | tok/sec: 309,968 | mfu: 8.7% | epoch: 1 | remaining: 246s    
step 00075 (18.0%) | loss: 5.285060 | lrm: 1.00 | dt: 846ms | tok/sec: 309,913 | mfu: 8.7% | epoch: 1 | remaining: 245s    
step 00076 (18.3%) | loss: 5.263498 | lrm: 1.00 | dt: 845ms | tok/sec: 310,342 | mfu: 8.7% | epoch: 1 | remaining: 244s    
step 00077 (18.6%) | loss: 5.247405 | lrm: 1.00 | dt: 845ms | tok/sec: 310,313 | mfu: 8.7% | epoch: 1 | remaining: 243s    
step 00078 (18.9%) | loss: 5.226582 | lrm: 1.00 | dt: 845ms | tok/sec: 310,071 | mfu: 8.7% | epoch: 1 | remaining: 243s    
step 00079 (19.1%) | loss: 5.215254 | lrm: 1.00 | dt: 845ms | tok/sec: 310,302 | mfu: 8.7% | epoch: 1 | remaining: 242s    
step 00080 (19.4%) | loss: 5.199167 | lrm: 1.00 | dt: 845ms | tok/sec: 310,351 | mfu: 8.7% | epoch: 1 | remaining: 241s    
step 00081 (19.7%) | loss: 5.186576 | lrm: 1.00 | dt: 845ms | tok/sec: 310,136 | mfu: 8.7% | epoch: 1 | remaining: 240s    
step 00082 (20.0%) | loss: 5.168722 | lrm: 1.00 | dt: 845ms | tok/sec: 310,131 | mfu: 8.7% | epoch: 1 | remaining: 239s    
step 00083 (20.3%) | loss: 5.148041 | lrm: 1.00 | dt: 845ms | tok/sec: 310,230 | mfu: 8.7% | epoch: 1 | remaining: 238s    
step 00084 (20.5%) | loss: 5.132285 | lrm: 1.00 | dt: 845ms | tok/sec: 310,213 | mfu: 8.7% | epoch: 1 | remaining: 238s    
step 00085 (20.8%) | loss: 5.119109 | lrm: 1.00 | dt: 845ms | tok/sec: 310,064 | mfu: 8.7% | epoch: 1 | remaining: 237s    
step 00086 (21.1%) | loss: 5.106625 | lrm: 1.00 | dt: 845ms | tok/sec: 310,248 | mfu: 8.7% | epoch: 1 | remaining: 236s    
step 00087 (21.4%) | loss: 5.095331 | lrm: 1.00 | dt: 845ms | tok/sec: 310,063 | mfu: 8.7% | epoch: 1 | remaining: 235s    
step 00088 (21.7%) | loss: 5.087050 | lrm: 1.00 | dt: 845ms | tok/sec: 310,103 | mfu: 8.7% | epoch: 1 | remaining: 234s    
step 00089 (22.0%) | loss: 5.076809 | lrm: 1.00 | dt: 845ms | tok/sec: 310,286 | mfu: 8.7% | epoch: 1 | remaining: 233s    
step 00090 (22.2%) | loss: 5.060865 | lrm: 1.00 | dt: 846ms | tok/sec: 309,990 | mfu: 8.7% | epoch: 1 | remaining: 232s    
step 00091 (22.5%) | loss: 5.033451 | lrm: 1.00 | dt: 845ms | tok/sec: 310,308 | mfu: 8.7% | epoch: 1 | remaining: 232s    
step 00092 (22.8%) | loss: 5.020188 | lrm: 1.00 | dt: 845ms | tok/sec: 310,177 | mfu: 8.7% | epoch: 1 | remaining: 231s    
step 00093 (23.1%) | loss: 5.005127 | lrm: 1.00 | dt: 845ms | tok/sec: 310,320 | mfu: 8.7% | epoch: 1 | remaining: 230s    
step 00094 (23.4%) | loss: 5.006730 | lrm: 1.00 | dt: 845ms | tok/sec: 310,121 | mfu: 8.7% | epoch: 1 | remaining: 229s    
step 00095 (23.6%) | loss: 5.000173 | lrm: 1.00 | dt: 846ms | tok/sec: 310,007 | mfu: 8.7% | epoch: 1 | remaining: 228s    
step 00096 (23.9%) | loss: 4.997552 | lrm: 1.00 | dt: 845ms | tok/sec: 310,359 | mfu: 8.7% | epoch: 1 | remaining: 227s    
step 00097 (24.2%) | loss: 4.984430 | lrm: 1.00 | dt: 846ms | tok/sec: 309,950 | mfu: 8.7% | epoch: 1 | remaining: 227s    
step 00098 (24.5%) | loss: 4.978479 | lrm: 1.00 | dt: 846ms | tok/sec: 310,032 | mfu: 8.7% | epoch: 1 | remaining: 226s    
step 00099 (24.8%) | loss: 4.964381 | lrm: 1.00 | dt: 845ms | tok/sec: 310,208 | mfu: 8.7% | epoch: 1 | remaining: 225s    
step 00100 (25.1%) | loss: 4.947265 | lrm: 1.00 | dt: 845ms | tok/sec: 310,109 | mfu: 8.7% | epoch: 1 | remaining: 224s    
step 00101 (25.3%) | loss: 4.931716 | lrm: 1.00 | dt: 846ms | tok/sec: 309,978 | mfu: 8.7% | epoch: 1 | remaining: 223s    
step 00102 (25.6%) | loss: 4.925573 | lrm: 1.00 | dt: 845ms | tok/sec: 310,093 | mfu: 8.7% | epoch: 1 | remaining: 222s    
step 00103 (25.9%) | loss: 4.915881 | lrm: 1.00 | dt: 845ms | tok/sec: 310,173 | mfu: 8.7% | epoch: 1 | remaining: 221s    
step 00104 (26.2%) | loss: 4.900279 | lrm: 1.00 | dt: 845ms | tok/sec: 310,368 | mfu: 8.7% | epoch: 1 | remaining: 221s    
step 00105 (26.5%) | loss: 4.894368 | lrm: 1.00 | dt: 845ms | tok/sec: 310,126 | mfu: 8.7% | epoch: 1 | remaining: 220s    
step 00106 (26.7%) | loss: 4.887042 | lrm: 1.00 | dt: 845ms | tok/sec: 310,110 | mfu: 8.7% | epoch: 1 | remaining: 219s    
step 00107 (27.0%) | loss: 4.880275 | lrm: 1.00 | dt: 845ms | tok/sec: 310,128 | mfu: 8.7% | epoch: 1 | remaining: 218s    
step 00108 (27.3%) | loss: 4.869968 | lrm: 1.00 | dt: 845ms | tok/sec: 310,239 | mfu: 8.7% | epoch: 1 | remaining: 217s    
step 00109 (27.6%) | loss: 4.850226 | lrm: 1.00 | dt: 846ms | tok/sec: 309,917 | mfu: 8.7% | epoch: 1 | remaining: 216s    
step 00110 (27.9%) | loss: 4.846761 | lrm: 1.00 | dt: 845ms | tok/sec: 310,228 | mfu: 8.7% | epoch: 1 | remaining: 216s    
step 00111 (28.2%) | loss: 4.837320 | lrm: 1.00 | dt: 845ms | tok/sec: 310,158 | mfu: 8.7% | epoch: 1 | remaining: 215s    
step 00112 (28.4%) | loss: 4.827085 | lrm: 1.00 | dt: 845ms | tok/sec: 310,309 | mfu: 8.7% | epoch: 1 | remaining: 214s    
step 00113 (28.7%) | loss: 4.822780 | lrm: 1.00 | dt: 846ms | tok/sec: 310,029 | mfu: 8.7% | epoch: 1 | remaining: 213s    
step 00114 (29.0%) | loss: 4.820510 | lrm: 1.00 | dt: 845ms | tok/sec: 310,203 | mfu: 8.7% | epoch: 1 | remaining: 212s    
step 00115 (29.3%) | loss: 4.831708 | lrm: 1.00 | dt: 846ms | tok/sec: 310,032 | mfu: 8.7% | epoch: 1 | remaining: 211s    
step 00116 (29.6%) | loss: 4.829696 | lrm: 1.00 | dt: 846ms | tok/sec: 309,705 | mfu: 8.7% | epoch: 1 | remaining: 210s    
step 00117 (29.8%) | loss: 4.837549 | lrm: 1.00 | dt: 845ms | tok/sec: 310,189 | mfu: 8.7% | epoch: 1 | remaining: 210s    
step 00118 (30.1%) | loss: 4.823839 | lrm: 1.00 | dt: 845ms | tok/sec: 310,291 | mfu: 8.7% | epoch: 1 | remaining: 209s    
step 00119 (30.4%) | loss: 4.818223 | lrm: 0.99 | dt: 845ms | tok/sec: 310,353 | mfu: 8.7% | epoch: 1 | remaining: 208s    
step 00120 (30.7%) | loss: 4.797763 | lrm: 0.99 | dt: 845ms | tok/sec: 310,236 | mfu: 8.7% | epoch: 1 | remaining: 207s    
step 00121 (31.0%) | loss: 4.782599 | lrm: 0.99 | dt: 845ms | tok/sec: 310,305 | mfu: 8.7% | epoch: 1 | remaining: 206s    
step 00122 (31.3%) | loss: 4.772807 | lrm: 0.98 | dt: 845ms | tok/sec: 310,091 | mfu: 8.7% | epoch: 1 | remaining: 205s    
step 00123 (31.5%) | loss: 4.763423 | lrm: 0.98 | dt: 845ms | tok/sec: 310,321 | mfu: 8.7% | epoch: 1 | remaining: 205s    
step 00124 (31.8%) | loss: 4.759851 | lrm: 0.97 | dt: 846ms | tok/sec: 310,045 | mfu: 8.7% | epoch: 1 | remaining: 204s    
step 00125 (32.1%) | loss: 4.745182 | lrm: 0.97 | dt: 845ms | tok/sec: 310,330 | mfu: 8.7% | epoch: 1 | remaining: 203s    
step 00126 (32.4%) | loss: 4.734529 | lrm: 0.97 | dt: 846ms | tok/sec: 309,842 | mfu: 8.7% | epoch: 1 | remaining: 202s    
step 00127 (32.7%) | loss: 4.720717 | lrm: 0.96 | dt: 845ms | tok/sec: 310,219 | mfu: 8.7% | epoch: 1 | remaining: 201s    
step 00128 (32.9%) | loss: 4.710194 | lrm: 0.96 | dt: 845ms | tok/sec: 310,211 | mfu: 8.7% | epoch: 1 | remaining: 200s    
step 00129 (33.2%) | loss: 4.706395 | lrm: 0.95 | dt: 845ms | tok/sec: 310,269 | mfu: 8.7% | epoch: 1 | remaining: 199s    
step 00130 (33.5%) | loss: 4.703632 | lrm: 0.95 | dt: 845ms | tok/sec: 310,297 | mfu: 8.7% | epoch: 1 | remaining: 199s    
step 00131 (33.8%) | loss: 4.688579 | lrm: 0.95 | dt: 845ms | tok/sec: 310,387 | mfu: 8.7% | epoch: 1 | remaining: 198s    
step 00132 (34.1%) | loss: 4.675707 | lrm: 0.94 | dt: 845ms | tok/sec: 310,356 | mfu: 8.7% | epoch: 1 | remaining: 197s    
step 00133 (34.4%) | loss: 4.656725 | lrm: 0.94 | dt: 844ms | tok/sec: 310,466 | mfu: 8.7% | epoch: 1 | remaining: 196s    
step 00134 (34.6%) | loss: 4.643036 | lrm: 0.93 | dt: 846ms | tok/sec: 309,755 | mfu: 8.7% | epoch: 1 | remaining: 195s    
step 00135 (34.9%) | loss: 4.640907 | lrm: 0.93 | dt: 845ms | tok/sec: 310,323 | mfu: 8.7% | epoch: 1 | remaining: 194s    
step 00136 (35.2%) | loss: 4.634771 | lrm: 0.93 | dt: 846ms | tok/sec: 309,976 | mfu: 8.7% | epoch: 1 | remaining: 194s    
step 00137 (35.5%) | loss: 4.621046 | lrm: 0.92 | dt: 845ms | tok/sec: 310,102 | mfu: 8.7% | epoch: 1 | remaining: 193s    
step 00138 (35.8%) | loss: 4.606148 | lrm: 0.92 | dt: 846ms | tok/sec: 309,814 | mfu: 8.7% | epoch: 1 | remaining: 192s    
step 00139 (36.0%) | loss: 4.607979 | lrm: 0.91 | dt: 845ms | tok/sec: 310,337 | mfu: 8.7% | epoch: 1 | remaining: 191s    
step 00140 (36.3%) | loss: 4.604228 | lrm: 0.91 | dt: 845ms | tok/sec: 310,229 | mfu: 8.7% | epoch: 1 | remaining: 190s    
step 00141 (36.6%) | loss: 4.601034 | lrm: 0.91 | dt: 845ms | tok/sec: 310,340 | mfu: 8.7% | epoch: 1 | remaining: 189s    
step 00142 (36.9%) | loss: 4.590215 | lrm: 0.90 | dt: 844ms | tok/sec: 310,470 | mfu: 8.7% | epoch: 1 | remaining: 188s    
step 00143 (37.2%) | loss: 4.596444 | lrm: 0.90 | dt: 845ms | tok/sec: 310,343 | mfu: 8.7% | epoch: 1 | remaining: 188s    
step 00144 (37.5%) | loss: 4.592813 | lrm: 0.89 | dt: 845ms | tok/sec: 310,375 | mfu: 8.7% | epoch: 1 | remaining: 187s    
step 00145 (37.7%) | loss: 4.581445 | lrm: 0.89 | dt: 845ms | tok/sec: 310,366 | mfu: 8.7% | epoch: 1 | remaining: 186s    
step 00146 (38.0%) | loss: 4.568827 | lrm: 0.89 | dt: 844ms | tok/sec: 310,556 | mfu: 8.7% | epoch: 1 | remaining: 185s    
step 00147 (38.3%) | loss: 4.569248 | lrm: 0.88 | dt: 844ms | tok/sec: 310,451 | mfu: 8.7% | epoch: 1 | remaining: 184s    
step 00148 (38.6%) | loss: 4.575627 | lrm: 0.88 | dt: 845ms | tok/sec: 310,293 | mfu: 8.7% | epoch: 1 | remaining: 183s    
step 00149 (38.9%) | loss: 4.566604 | lrm: 0.87 | dt: 845ms | tok/sec: 310,275 | mfu: 8.7% | epoch: 1 | remaining: 183s    
step 00150 (39.1%) | loss: 4.549375 | lrm: 0.87 | dt: 845ms | tok/sec: 310,369 | mfu: 8.7% | epoch: 1 | remaining: 182s    
